+----------------------------+-------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------+-------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
| Mod name                   | Registry name                                   | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                                                           |
| Charm                      | charm:barrel                                    |    1996 |    false |    8360 |         0 | Oak Barrel                                           | true   | barrel                                                                  |
| Charm                      | charm:cake_danger_sight                         |    1992 |    false |    8356 |         0 | Cake of Danger Sight                                 | true   |                                                                         |
| Charm                      | charm:cake_fire_resistance                      |    1988 |    false |    8352 |         0 | Cake of Fire Resistance                              | true   |                                                                         |
| Charm                      | charm:cake_haste                                |    1993 |    false |    8357 |         0 | Cake of Haste                                        | true   |                                                                         |
| Charm                      | charm:cake_invisibility                         |    1990 |    false |    8354 |         0 | Cake of Invisibility                                 | true   |                                                                         |
| Charm                      | charm:cake_leaping                              |    1986 |    false |    8350 |         0 | Cake of Leaping                                      | true   |                                                                         |
| Charm                      | charm:cake_night_vision                         |    1991 |    false |    8355 |         0 | Cake of Night Vision                                 | true   |                                                                         |
| Charm                      | charm:cake_regeneration                         |    1987 |    false |    8351 |         0 | Cake of Regeneration                                 | true   |                                                                         |
| Charm                      | charm:cake_resilience                           |    1995 |    false |    8359 |         0 | Cake of Resilience                                   | true   |                                                                         |
| Charm                      | charm:cake_resistance                           |    1994 |    false |    8358 |         0 | Cake of Resistance                                   | true   |                                                                         |
| Charm                      | charm:cake_strength                             |    1985 |    false |    8349 |         0 | Cake of Strength                                     | true   |                                                                         |
| Charm                      | charm:cake_swiftness                            |    1984 |    false |    8348 |         0 | Cake of Swiftness                                    | true   |                                                                         |
| Charm                      | charm:cake_water_breathing                      |    1989 |    false |    8353 |         0 | Cake of Water Breathing                              | true   |                                                                         |
| Charm                      | charm:composter                                 |    1997 |    false |    8361 |         0 | Composter                                            | true   |                                                                         |
| Charm                      | charm:crate                                     |    1998 |    false |    8362 |         0 | Oak Crate                                            | true   |                                                                         |
| Charm                      | charm:crate_sealed                              |    1999 |    false |    8363 |         0 | Oak Sealed Crate                                     | true   |                                                                         |
| Charm                      | charm:ender_pearl_block                         |    2000 |    false |    8364 |         0 | Ender Pearl Block                                    | true   |                                                                         |
| Charm                      | charm:gold_lantern                              |    2002 |    false |    8366 |         0 | Gold Lantern                                         | true   |                                                                         |
| Charm                      | charm:gunpowder_block                           |    1981 |    false |    8345 |         0 | Gunpowder Block                                      | true   |                                                                         |
| Charm                      | charm:iron_lantern                              |    2001 |    false |    8365 |         0 | Lantern                                              | true   |                                                                         |
| Charm                      | charm:nether_gold_deposit                       |    2007 |    false |    8403 |         0 | Nether Gold Deposit                                  | true   |                                                                         |
| Charm                      | charm:redstone_sand                             |    1982 |    false |    8346 |         0 | Redstone Sand                                        | true   |                                                                         |
| Charm                      | charm:rotten_flesh_block                        |    2003 |    false |    8367 |         0 | Rotten Flesh Block                                   | true   |                                                                         |
| Charm                      | charm:rune_portal                               |    2005 |    false |    8400 |         0 | Portal                                               | true   |                                                                         |
| Charm                      | charm:rune_portal_frame                         |    2006 |    false |    8401 |         0 | End Portal White Rune                                | true   |                                                                         |
| Charm                      | charm:smooth_glowstone                          |    2004 |    false |    8368 |         0 | Smooth Glowstone                                     | true   |                                                                         |
| Charm                      | charm:variable_redstone_lamp                    |    1983 |    false |    8347 |         0 | Variable Redstone Lamp                               | true   |                                                                         |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         0 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         1 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         2 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         3 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         4 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         5 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         6 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         7 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         8 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |         9 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |        10 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |        11 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |        12 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |        13 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |        14 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite                                 |     806 |     true |    4351 |        15 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         0 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         1 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         2 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         3 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         4 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         5 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         6 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         7 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         8 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |         9 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |        10 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |        11 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |        12 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |        13 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |        14 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite1                                |     807 |     true |    4352 |        15 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:andesite2                                |     808 |    false |    4353 |         0 | Andesite                                             | true   | stoneAndesite,stoneAndesitePolished                                     |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         0 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         1 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         2 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         3 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         4 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         5 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         6 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         7 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         8 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |         9 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |        10 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |        11 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |        12 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |        13 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |        14 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:antiblock                                |     809 |     true |    4354 |        15 | Antiblock                                            | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         0 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         1 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         2 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         3 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         4 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         5 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         6 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         7 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         8 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |         9 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |        10 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |        11 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |        12 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |        13 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |        14 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone                             |     810 |     true |    4355 |        15 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         0 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         1 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         2 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         3 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         4 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         5 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         6 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         7 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         8 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |         9 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |        10 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |        11 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |        12 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |        13 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |        14 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone1                            |     811 |     true |    4356 |        15 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:arcane_stone2                            |     812 |    false |    4357 |         0 | Arcane Stone                                         | true   |                                                                         |
| Chisel                     | chisel:auto_chisel                              |     813 |    false |    5244 |         0 | Auto Chisel                                          | true   |                                                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         0 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         1 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         2 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         3 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         4 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         5 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         6 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         7 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         8 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |         9 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |        10 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |        11 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |        12 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |        13 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |        14 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt                                   |     814 |     true |    4358 |        15 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         0 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         1 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         2 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         3 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         4 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         5 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         6 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         7 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         8 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt1                                  |     815 |     true |    4359 |         9 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         0 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         1 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         2 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         3 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         4 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         5 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         6 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:basalt2                                  |     816 |     true |    4360 |         7 | Basalt                                               | true   | stoneBasalt,stoneBasaltPolished                                         |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         0 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         1 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         2 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         3 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         4 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         5 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         6 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         7 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         8 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |         9 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |        10 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |        11 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |        12 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |        13 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |        14 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal                           |     844 |     true |    4388 |        15 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         0 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         1 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         2 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         3 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         4 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         5 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         6 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         7 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         8 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |         9 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |        10 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
| Chisel                     | chisel:block_charcoal1                          |     845 |     true |    4389 |        11 | Block of Charcoal                                    | true   | blockCharcoal                                                           |
