+----------------------------+-------------------------------------------------+--------------------------------------------+--------------------------------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                                         |
| of the Block class in question. The actual final values may be different                                                                                               |
| for different states of the block, or they may depend on a TileEntity etc.                                                                                             |
+----------------------------+-------------------------------------------------+--------------------------------------------+--------------------------------------------+
| Mod name                   | Registry name                                   |                                   Hardness |                                 Resistance |
| Coralreef                  | coralreef:reef                                  |                                       1.50 |                                      30.00 |
| Cyclic                     | cyclicmagic:amber                               |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:apple                               |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:auto_packager                       |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:battery                             |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:battery_infinite                    |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:beacon_potion                       |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:beacon_redstone                     |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:biomass                             |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:block_anvil                         |                                       3.00 |                                       9.00 |
| Cyclic                     | cyclicmagic:block_anvil_magma                   |                                       3.00 |                                       9.00 |
| Cyclic                     | cyclicmagic:block_disenchanter                  |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:block_enchanter                     |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:block_fishing                       |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:block_forester                      |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:block_fragile                       |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:block_fragile_auto                  |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:block_fragile_weak                  |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:block_library                       |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:block_library_ctrl                  |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:block_miner_smart                   |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:block_screen                        |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:block_shears                        |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:block_soundproofing                 |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:block_storeempty                    |                                       7.00 |                                      21.00 |
| Cyclic                     | cyclicmagic:block_workbench                     |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:builder_block                       |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:builder_pattern                     |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:button_large                        |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:clock                               |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:crystal                             |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:dehydrator                          |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:dice                                |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:doorbell_simple                     |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:dropper_exact                       |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:entity_detector                     |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:exp_pylon                           |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:fire_dark                           |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:fire_frost                          |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:fire_starter                        |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:fluid_drain                         |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:fluid_placer                        |                                       3.00 |                                       9.00 |
| Cyclic                     | cyclicmagic:glass_strong                        |                                       0.25 |                                18000004.00 |
| Cyclic                     | cyclicmagic:harvester_block                     |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:imbuer                              |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:laser                               |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:magnet_anti_block                   |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:magnet_block                        |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:melter                              |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:milk                                |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:moon_sensor                         |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:password_block                      |                                       4.00 |                                      12.00 |
| Cyclic                     | cyclicmagic:peat_baked                          |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:peat_farm                           |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:peat_generator                      |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:peat_unbaked                        |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_launch_extra                  |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_launch_large                  |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_launch_med                    |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_launch_small                  |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push                          |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_corner                   |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_fast                     |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_fast_angle               |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_fast_corner              |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_med_angle                |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_slow                     |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_slow_angle               |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_slow_corner              |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_slowest                  |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_slowest_angle            |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_push_slowest_corner           |                                       1.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:plate_vector                        |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:poison                              |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:screen_target                       |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:solidifier                          |                                       3.00 |                                      15.00 |
| Cyclic                     | cyclicmagic:sound_player                        |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:sprout                              |                                       0.00 |                                       0.00 |
| Cyclic                     | cyclicmagic:target                              |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:trash                               |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:void_anvil                          |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:water_candle                        |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:wireless_receiver                   |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:wireless_transmitter                |                                       2.00 |                                       6.00 |
| Cyclic                     | cyclicmagic:xpjuice                             |                                       0.00 |                                       0.00 |
| Defiled Lands              | defiledlands:blastem                            |                                       0.10 |                                       1.50 |
| Defiled Lands              | defiledlands:conjuring_altar                    |                                       3.00 |                                      45.00 |
| Defiled Lands              | defiledlands:dirt_defiled                       |                                       0.50 |                                       7.50 |
| Defiled Lands              | defiledlands:glass_obscure                      |                                       0.30 |                                       4.50 |
| Defiled Lands              | defiledlands:grass_defiled                      |                                       0.60 |                                       7.50 |
| Defiled Lands              | defiledlands:gravel_defiled                     |                                       0.60 |                                       9.00 |
| Defiled Lands              | defiledlands:healing_pad                        |                                       3.00 |                                      45.00 |
| Defiled Lands              | defiledlands:hephaestite_block                  |                                       5.00 |                                      90.00 |
| Defiled Lands              | defiledlands:hephaestite_ore                    |                                       3.00 |                                      45.00 |
| Defiled Lands              | defiledlands:ravaging_decoration                |                                       2.00 |                                     180.00 |
| Defiled Lands              | defiledlands:sand_defiled                       |                                       0.50 |                                       7.50 |
| Defiled Lands              | defiledlands:sandstone_defiled                  |                                       0.80 |                                      12.00 |
| Defiled Lands              | defiledlands:sandstone_defiled_stairs           |                                       0.80 |                                      12.00 |
| Defiled Lands              | defiledlands:scarlite_block                     |                                       5.00 |                                      90.00 |
| Defiled Lands              | defiledlands:scarlite_ore                       |                                       3.00 |                                      45.00 |
| Defiled Lands              | defiledlands:scuronotte                         |                                       0.00 |                                       0.00 |
| Defiled Lands              | defiledlands:stone_defiled                      |                                       1.50 |                                      90.00 |
| Defiled Lands              | defiledlands:stone_defiled_bricks_stairs        |                                       1.50 |                                      90.00 |
| Defiled Lands              | defiledlands:stone_defiled_decoration           |                                       1.50 |                                      90.00 |
| Defiled Lands              | defiledlands:stone_defiled_slab                 |                                       2.00 |                                      30.00 |
| Defiled Lands              | defiledlands:stone_defiled_slab_double          |                                       2.00 |                                      30.00 |
| Defiled Lands              | defiledlands:stone_defiled_stairs               |                                       1.50 |                                      90.00 |
| Defiled Lands              | defiledlands:tenebra_door                       |                                       3.00 |                                      67.50 |
| Defiled Lands              | defiledlands:tenebra_leaves                     |                                       0.20 |                                       1.00 |
| Defiled Lands              | defiledlands:tenebra_log                        |                                       3.00 |                                      45.00 |
| Defiled Lands              | defiledlands:tenebra_planks                     |                                       3.00 |                                      67.50 |
| Defiled Lands              | defiledlands:tenebra_sapling                    |                                       0.00 |                                       0.00 |
| Defiled Lands              | defiledlands:tenebra_stairs                     |                                       3.00 |                                      67.50 |
| Defiled Lands              | defiledlands:umbrium_block                      |                                       5.00 |                                      90.00 |
| Defiled Lands              | defiledlands:umbrium_ore                        |                                       3.00 |                                      45.00 |
| Defiled Lands              | defiledlands:vilespine                          |                                       0.10 |                                       1.50 |
| Defiled Lands              | defiledlands:wood_defiled_slab                  |                                       2.00 |                                      30.00 |
| Defiled Lands              | defiledlands:wood_defiled_slab_double           |                                       2.00 |                                      30.00 |
| Dimensional Doors          | dimdoors:ancient_fabric                         |                                      -1.00 |                                18000000.00 |
| Dimensional Doors          | dimdoors:dimensional_portal                     |                                       1.00 |                                       5.00 |
| Dimensional Doors          | dimdoors:dimensional_trapdoor                   |                                       1.00 |                                       5.00 |
| Dimensional Doors          | dimdoors:eternal_fabric                         |                                      -1.00 |                                18000000.00 |
| Dimensional Doors          | dimdoors:fabric                                 |                                       0.10 |                                       0.50 |
| Dimensional Doors          | dimdoors:gold_dimensional_door                  |                                       1.00 |                                       5.00 |
| Dimensional Doors          | dimdoors:gold_door                              |                                       0.10 |                                       0.50 |
| Dimensional Doors          | dimdoors:iron_dimensional_door                  |                                       1.00 |                                    6000.00 |
| Dimensional Doors          | dimdoors:oak_dimensional_door                   |                                       1.00 |                                       5.00 |
| Dimensional Doors          | dimdoors:quartz_dimensional_door                |                                       0.10 |                                       0.50 |
| Dimensional Doors          | dimdoors:quartz_door                            |                                       0.10 |                                       0.50 |
| Dimensional Doors          | dimdoors:rift                                   |                                      -1.00 |                                18000000.00 |
| Dimensional Doors          | dimdoors:unravelled_fabric                      |                                       0.10 |                                       0.50 |
| Disenchanter               | disenchanter:disenchantmenttable                |                                       5.00 |                                    6000.00 |
| DungeonTactics             | dungeontactics:alchemical_cauldron              |                                       2.00 |                                       7.50 |
| DungeonTactics             | dungeontactics:barrel                           |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:bush_cherrybomb                  |                                       0.40 |                                       2.00 |
| DungeonTactics             | dungeontactics:bush_glowcurrent                 |                                       0.40 |                                       2.00 |
| DungeonTactics             | dungeontactics:bush_incindiberry                |                                       0.40 |                                       2.00 |
| DungeonTactics             | dungeontactics:caltrops                         |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:caltrops_poison                  |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:climbing_rope                    |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_black                    |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_blue                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_brown                    |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_cyan                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_green                    |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_grey                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_light_blue               |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_light_grey               |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_lime                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_magenta                  |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_orange                   |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_pink                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_purple                   |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_red                      |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_white                    |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:cushion_yellow                   |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:dungeon_glass                    |                                       0.30 |                                       4.50 |
| DungeonTactics             | dungeontactics:enddiamond_ore                   |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:endlapis_ore                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:fan_block                        |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:flamer_block                     |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:flower_ailment                   |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_bark                      |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_bramble                   |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_cinder                    |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_fade                      |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_feather                   |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_sanguine                  |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_tangle                    |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:flower_xp                        |                                       0.20 |                                       1.00 |
| DungeonTactics             | dungeontactics:guardian_alter                   |                                      60.00 |                                18000004.00 |
| DungeonTactics             | dungeontactics:lantern_iron                     |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:lantern_magic                    |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:mithril_block                    |                                       5.00 |                                      30.00 |
| DungeonTactics             | dungeontactics:mithril_ore                      |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:nethergold_ore                   |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:obsidianbrick                    |                                       9.00 |                                   18000.00 |
| DungeonTactics             | dungeontactics:powderkeg                        |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:powered_bars                     |                                       5.00 |                                      90.00 |
| DungeonTactics             | dungeontactics:radio                            |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:silver_block                     |                                       3.00 |                                      30.00 |
| DungeonTactics             | dungeontactics:silver_ore                       |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:steel_block                      |                                       5.00 |                                      30.00 |
| DungeonTactics             | dungeontactics:stonequartz_ore                  |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:trap_ailment                     |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_ambush                      |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_boom                        |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_clamp                       |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_fire                        |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_foul                        |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_piston                      |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_port                        |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:trap_spectral                    |                                       0.50 |                                       7.50 |
| DungeonTactics             | dungeontactics:wither_web                       |                                       4.00 |                                      21.00 |
| DungeonTactics             | dungeontactics:wooden_chair                     |                                       3.00 |                                      15.00 |
| DungeonTactics             | dungeontactics:wooden_table                     |                                       3.00 |                                      15.00 |
| Dynamic Trees              | dynamictrees:acaciabranch                       |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:birchbranch                        |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:bonsaipot                          |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:cactusbranch                       |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:darkoakbranch                      |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:darkoakbranchx                     |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:darkoakroot                        |                                       2.50 |                                       3.00 |
| Dynamic Trees              | dynamictrees:fruit                              |                                       0.30 |                                       1.50 |
| Dynamic Trees              | dynamictrees:fruitcocoa                         |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:junglebranch                       |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:leaves0                            |                                       0.20 |                                       1.00 |
| Dynamic Trees              | dynamictrees:leaves1                            |                                       0.20 |                                       1.00 |
| Dynamic Trees              | dynamictrees:oakbranch                          |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:oakbranchx                         |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:rootydirt                          |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:rootydirtfake                      |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:rootydirtspecies                   |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:rootysand                          |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:sapling                            |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:sprucebranch                       |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:sprucebranchx                      |                                       0.00 |                                       0.00 |
| Dynamic Trees              | dynamictrees:trunkshell                         |                                       0.00 |                                       0.00 |
| Dynamic Trees PHC          | dynamictreesphc:cinnamonbranch                  |                                       0.00 |                                       0.00 |
| Dynamic Trees PHC          | dynamictreesphc:leaves0                         |                                       0.20 |                                       1.00 |
| Dynamic Trees PHC          | dynamictreesphc:maplebranch                     |                                       0.00 |                                       0.00 |
| Dynamic Trees PHC          | dynamictreesphc:paperbarkbranch                 |                                       0.00 |                                       0.00 |
| Dynamic Trees TC           | dynamictreestc:greatwoodbranch                  |                                       0.00 |                                       0.00 |
| Dynamic Trees TC           | dynamictreestc:greatwoodbranchx                 |                                       0.00 |                                       0.00 |
| Dynamic Trees TC           | dynamictreestc:greatwoodroot                    |                                       2.50 |                                       3.00 |
| Dynamic Trees TC           | dynamictreestc:leaves0                          |                                       0.20 |                                       1.00 |
| Dynamic Trees TC           | dynamictreestc:leaves_silverwood                |                                       0.20 |                                       1.00 |
| Dynamic Trees TC           | dynamictreestc:silverwoodbranch                 |                                       0.00 |                                       0.00 |
| Dynamic Trees TC           | dynamictreestc:silverwoodbranchx                |                                       0.00 |                                       0.00 |
| Dynamic Trees TC           | dynamictreestc:silverwoodroot                   |                                       2.50 |                                       3.00 |
| Dynamic Trees for Traverse | dttraverse:firbranch                            |                                       0.00 |                                       0.00 |
| Dynamic Trees for Traverse | dttraverse:firbranchx                           |                                       0.00 |                                       0.00 |
| Dynamic Trees for Traverse | dttraverse:leaves0                              |                                       0.20 |                                       1.00 |
| Dynamic Trees for Traverse | dttraverse:leaves1                              |                                       0.20 |                                       1.00 |
| Dynamic Trees for Traverse | dttraverse:leaves2                              |                                       0.20 |                                       1.00 |
| Dynamic Trees for Traverse | dttraverse:leaves3                              |                                       0.20 |                                       1.00 |
| Dynamic Trees for Traverse | dttraverse:leaves4                              |                                       0.20 |                                       1.00 |
| Electroblob's Wizardry     | ebwizardry:arcane_workbench                     |                                       1.00 |                                       5.00 |
| Electroblob's Wizardry     | ebwizardry:crystal_block                        |                                       5.00 |                                      30.00 |
| Electroblob's Wizardry     | ebwizardry:crystal_flower                       |                                       0.00 |                                       0.00 |
| Electroblob's Wizardry     | ebwizardry:crystal_ore                          |                                       3.00 |                                      15.00 |
| Electroblob's Wizardry     | ebwizardry:dry_frosted_ice                      |                                       0.00 |                                       0.00 |
| Electroblob's Wizardry     | ebwizardry:ice_statue                           |                                       0.50 |                                       2.50 |
| Electroblob's Wizardry     | ebwizardry:magic_light                          |                                      -1.00 |                                       0.00 |
| Electroblob's Wizardry     | ebwizardry:meteor                               |                                       0.00 |                                       0.00 |
| Electroblob's Wizardry     | ebwizardry:obsidian_crust                       |                                       0.00 |                                       0.00 |
| Electroblob's Wizardry     | ebwizardry:petrified_stone                      |                                       1.50 |                                      30.00 |
| Electroblob's Wizardry     | ebwizardry:runestone                            |                                       1.50 |                                      30.00 |
| Electroblob's Wizardry     | ebwizardry:runestone_pedestal                   |                                       1.50 |                                      30.00 |
| Electroblob's Wizardry     | ebwizardry:snare                                |                                       0.00 |                                       0.00 |
| Electroblob's Wizardry     | ebwizardry:spectral_block                       |                                      -1.00 |                                18000000.00 |
| Electroblob's Wizardry     | ebwizardry:thorns                               |                                       4.00 |                                      20.00 |
| Electroblob's Wizardry     | ebwizardry:transportation_stone                 |                                       0.30 |                                       1.50 |
| Electroblob's Wizardry     | ebwizardry:vanishing_cobweb                     |                                       4.00 |                                      20.00 |
| Forgotten Items            | forgottenitems:advanced_rune_reader             |                                       1.80 |                                      30.00 |
| Forgotten Items            | forgottenitems:rune_reader                      |                                       1.80 |                                      30.00 |
| Grappling hook mod         | grapplemod:block_grapple_modifier               |                                      10.00 |                                      50.00 |
| Gravestone                 | gravestone:gsgravestone                         |                                       0.50 |                                      15.00 |
| Gravestone mod - Extended  | gravestone-extended:frozen_lava                 |                                       0.00 |                                       0.00 |
| Gravestone mod - Extended  | gravestone-extended:gs_catacombs_portal         | 340282346638528860000000000000000000000.00 |                                   Infinity |
| Gravestone mod - Extended  | gravestone-extended:gs_toxic_water              |                                       0.00 |                                       0.00 |
| Gravestone mod - Extended  | gravestone-extended:gs_withered_glass           |                                      30.00 |                                    6000.00 |
| Gravestone mod - Extended  | gravestone-extended:gs_withered_glass_pane      |                                      30.00 |                                    6000.00 |
| Gravestone mod - Extended  | gravestone-extended:gsaltar                     |                                       5.00 |                                    6000.00 |
