+-----+--------------------------------------------+-------------------------+------------+-------------------------------------------------------------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|  ID | Registry name                              | Biome name              | BiomeType  | BiomeDictionary.Type                                              | Spawns                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|  95 | iceandfire:glacier                         | Glacier                 | COOL       | COLD, DEAD, SNOWY, SPARSE, WASTELAND                              | { charm:spectre [weight: 5, min: 4, max: 8] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:ice_wraith [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 20, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }; { thaumcraft:brainyzombie [weight: 10, min: 1, max: 1] }; { trumpetskeleton:trumpet_skeleton [weight: 5, min: 4, max: 4] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 10, min: 4, max: 4] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|  96 | rats:ratlantis                             | ratlantis               |            | DENSE, HOT, JUNGLE, WET                                           | { charm:spectre [weight: 5, min: 4, max: 8] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { rats:feral_ratlantean [weight: 70, min: 1, max: 3] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:pirat [weight: 20, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }; { rats:ratlantean_spirit [weight: 50, min: 1, max: 3] }; { trumpetskeleton:trumpet_skeleton [weight: 25, min: 4, max: 4] }; { minecraft:parrot [weight: 60, min: 1, max: 2] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 10, min: 4, max: 4] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
|  97 | dimdoors:limbo                             | Limbo                   |            | VOID                                                              | { dimdoors:mob_monolith [weight: 100, min: 1, max: 1] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
|  98 | dimdoors:white_void                        | White Void              |            | VOID                                                              | { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
|  99 | dimdoors:black_void                        | Black Void              |            | VOID                                                              | { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| 100 | dimdoors:dangerous_black_void              | Dangerous Black Void    |            | VOID                                                              | { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| 127 | minecraft:void                             | The Void                |            | VOID                                                              | { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| 129 | minecraft:mutated_plains                   | Sunflower Plains        |            | PLAINS, RARE                                                      | { charm:spectre [weight: 5, min: 4, max: 8] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { gravestone-extended:gspossessedarmor [weight: 20, min: 1, max: 3] }; { gravestone-extended:gsskeletonhorse [weight: 5, min: 1, max: 3] }; { gravestone-extended:gsskeletonraider [weight: 2, min: 1, max: 1] }; { gravestone-extended:gstoxicsludge [weight: 5, min: 1, max: 2] }; { gravestone-extended:gsvampirebat [weight: 30, min: 1, max: 5] }; { gravestone-extended:gszombiehorse [weight: 5, min: 1, max: 3] }; { gravestone-extended:gszombieraider [weight: 2, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { quark:ashen [weight: 10, min: 1, max: 2] }; { quark:dweller [weight: 10, min: 1, max: 2] }; { quark:stoneling [weight: 80, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }; { trumpetskeleton:trumpet_skeleton [weight: 25, min: 4, max: 4] }; { animania:cow_friesian [weight: 9, min: 2, max: 2] }; { animania:doe_angora [weight: 4, min: 2, max: 2] }; { animania:doe_dutch [weight: 4, min: 2, max: 2] }; { animania:doe_fainting [weight: 4, min: 2, max: 2] }; { animania:doe_lop [weight: 4, min: 2, max: 2] }; { animania:ewe_friesian [weight: 8, min: 2, max: 3] }; { animania:ewe_merino [weight: 8, min: 2, max: 3] }; { animania:hen_leghorn [weight: 9, min: 2, max: 2] }; { animania:mare_draft [weight: 8, min: 1, max: 2] }; { animania:sow_yorkshire [weight: 4, min: 2, max: 2] }; { chococraft:chocobo [weight: 10, min: 1, max: 3] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 3] }; { minecraft:horse [weight: 5, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { familiarfauna:familiarfauna.butterfly [weight: 1, min: 2, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 10, min: 4, max: 4] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| 130 | minecraft:mutated_desert                   | Desert M                |            | DRY, HOT, RARE, SANDY                                             | { charm:spectre [weight: 5, min: 4, max: 8] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { gravestone-extended:gsmummy [weight: 20, min: 1, max: 3] }; { gravestone-extended:gspossessedarmor [weight: 20, min: 1, max: 3] }; { gravestone-extended:gstoxicsludge [weight: 5, min: 1, max: 2] }; { gravestone-extended:gsvampirebat [weight: 30, min: 1, max: 5] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:husk [weight: 80, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 19, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 1, min: 1, max: 1] }; { quark:ashen [weight: 10, min: 1, max: 2] }; { quark:dweller [weight: 10, min: 1, max: 2] }; { quark:stoneling [weight: 80, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }; { trumpetskeleton:trumpet_skeleton [weight: 25, min: 4, max: 4] }; { animania:doe_jack [weight: 8, min: 2, max: 2] }; { animania:doe_nigerian_dwarf [weight: 8, min: 2, max: 2] }; { animania:hamster [weight: 8, min: 1, max: 2] }; { iceandfire:deathworm [weight: 2, min: 1, max: 3] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 10, min: 4, max: 4] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| 131 | minecraft:mutated_extreme_hills            | Extreme Hills M         |            | MOUNTAIN, RARE, SPARSE                                            | { charm:spectre [weight: 5, min: 4, max: 8] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { gravestone-extended:gspossessedarmor [weight: 20, min: 1, max: 3] }; { gravestone-extended:gstoxicsludge [weight: 5, min: 1, max: 2] }; { gravestone-extended:gsvampirebat [weight: 30, min: 1, max: 5] }; { iceandfire:if_troll [weight: 500, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { quark:ashen [weight: 10, min: 1, max: 2] }; { quark:dweller [weight: 10, min: 1, max: 2] }; { quark:stoneling [weight: 80, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }; { trumpetskeleton:trumpet_skeleton [weight: 25, min: 4, max: 4] }; { animania:cow_hereford [weight: 9, min: 2, max: 2] }; { animania:cow_highland [weight: 9, min: 2, max: 2] }; { animania:doe_alpine [weight: 8, min: 2, max: 2] }; { animania:doe_havana [weight: 8, min: 2, max: 2] }; { animania:doe_kiko [weight: 8, min: 2, max: 2] }; { animania:hen_plymouth_rock [weight: 9, min: 2, max: 2] }; { animania:sow_hampshire [weight: 9, min: 2, max: 2] }; { familiarfauna:familiarfauna.deer [weight: 8, min: 2, max: 4] }; { familiarfauna:familiarfauna.turkey [weight: 10, min: 3, max: 4] }; { minecraft:llama [weight: 5, min: 4, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 10, min: 4, max: 4] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| 132 | minecraft:mutated_forest                   | Flower Forest           |            | FOREST, HILLS, RARE                                               | { charm:spectre [weight: 5, min: 4, max: 8] }; { ebwizardry:evil_wizard [weight: 3, min: 1, max: 1] }; { ebwizardry:lightning_wraith [weight: 1, min: 1, max: 1] }; { gravestone-extended:gsbarghest [weight: 5, min: 1, max: 1] }; { gravestone-extended:gspossessedarmor [weight: 20, min: 1, max: 3] }; { gravestone-extended:gsskeletondog [weight: 50, min: 1, max: 1] }; { gravestone-extended:gstoxicsludge [weight: 5, min: 1, max: 2] }; { gravestone-extended:gsvampirebat [weight: 30, min: 1, max: 5] }; { gravestone-extended:gszombiedog [weight: 50, min: 1, max: 3] }; { iceandfire:if_troll [weight: 500, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { quark:ashen [weight: 10, min: 1, max: 2] }; { quark:dweller [weight: 10, min: 1, max: 2] }; { quark:stoneling [weight: 80, min: 1, max: 1] }; { rats:illager_piper [weight: 6, min: 1, max: 1] }; { rats:rat [weight: 80, min: 1, max: 3] }; { trumpetskeleton:trumpet_skeleton [weight: 25, min: 4, max: 4] }; { animania:cow_hereford [weight: 9, min: 2, max: 2] }; { animania:cow_highland [weight: 9, min: 2, max: 2] }; { animania:cow_holstein [weight: 9, min: 2, max: 2] }; { animania:dartfrog [weight: 18, min: 2, max: 2] }; { animania:doe_alpine [weight: 8, min: 2, max: 2] }; { animania:doe_cottontail [weight: 8, min: 2, max: 2] }; { animania:doe_havana [weight: 8, min: 2, max: 2] }; { animania:doe_kiko [weight: 8, min: 2, max: 2] }; { animania:doe_lop [weight: 4, min: 2, max: 2] }; { animania:doe_new_zealand [weight: 8, min: 2, max: 2] }; { animania:ewe_dorset [weight: 8, min: 2, max: 3] }; { animania:ewe_jacob [weight: 8, min: 2, max: 3] }; { animania:hedgehog [weight: 8, min: 1, max: 2] }; { animania:hen_rhode_island_red [weight: 9, min: 2, max: 2] }; { animania:hen_wyandotte [weight: 9, min: 2, max: 2] }; { animania:sow_hampshire [weight: 9, min: 2, max: 2] }; { animania:sow_large_white [weight: 9, min: 2, max: 2] }; { animania:sow_old_spot [weight: 9, min: 2, max: 2] }; { animania:toad [weight: 18, min: 2, max: 2] }; { chococraft:chocobo [weight: 10, min: 1, max: 3] }; { familiarfauna:familiarfauna.deer [weight: 8, min: 2, max: 4] }; { familiarfauna:familiarfauna.turkey [weight: 10, min: 3, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { familiarfauna:familiarfauna.butterfly [weight: 1, min: 2, max: 4] }; { familiarfauna:familiarfauna.pixie [weight: 1, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 10, min: 4, max: 4] }                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
