+---------------------------+-----------------------------------------------+-------------------------------------+------+
| Mod name                  | Registry name                                 | Entity class name                   |   ID |
| Ice and Fire              | iceandfire:if_troll                           | EntityTroll                         |  927 |
| Ice and Fire              | iceandfire:myrmex_egg                         | EntityMyrmexEgg                     |  933 |
| Ice and Fire              | iceandfire:myrmex_queen                       | EntityMyrmexQueen                   |  932 |
| Ice and Fire              | iceandfire:myrmex_royal                       | EntityMyrmexRoyal                   |  931 |
| Ice and Fire              | iceandfire:myrmex_sentinel                    | EntityMyrmexSentinel                |  930 |
| Ice and Fire              | iceandfire:myrmex_soldier                     | EntityMyrmexSoldier                 |  929 |
| Ice and Fire              | iceandfire:myrmex_swarmer                     | EntityMyrmexSwarmer                 |  941 |
| Ice and Fire              | iceandfire:myrmex_worker                      | EntityMyrmexWorker                  |  928 |
| Ice and Fire              | iceandfire:pixiecharge                        | EntityPixieCharge                   |  940 |
| Ice and Fire              | iceandfire:seaserpent                         | EntitySeaSerpent                    |  936 |
| Ice and Fire              | iceandfire:seaserpentarrow                    | EntitySeaSerpentArrow               |  938 |
| Ice and Fire              | iceandfire:seaserpentbubble                   | EntitySeaSerpentBubbles             |  937 |
| Ice and Fire              | iceandfire:siren                              | EntitySiren                         |  918 |
| Ice and Fire              | iceandfire:snowvillager                       | EntitySnowVillager                  |  910 |
| Ice and Fire              | iceandfire:stonestatue                        | EntityStoneStatue                   |  913 |
| Ice and Fire              | iceandfire:stymphalianarrow                   | EntityStymphalianArrow              |  926 |
| Ice and Fire              | iceandfire:stymphalianbird                    | EntityStymphalianBird               |  924 |
| Ice and Fire              | iceandfire:stymphalianfeather                 | EntityStymphalianFeather            |  925 |
| Ice and Fire              | iceandfire:tide_trident                       | EntityTideTrident                   |  942 |
| Minecraft                 | minecraft:area_effect_cloud                   | EntityAreaEffectCloud               |    3 |
| Minecraft                 | minecraft:armor_stand                         | EntityArmorStand                    |   30 |
| Minecraft                 | minecraft:arrow                               | EntityTippedArrow                   |   10 |
| Minecraft                 | minecraft:bat                                 | EntityBat                           |   65 |
| Minecraft                 | minecraft:blaze                               | EntityBlaze                         |   61 |
| Minecraft                 | minecraft:boat                                | EntityBoat                          |   41 |
| Minecraft                 | minecraft:cave_spider                         | EntityCaveSpider                    |   59 |
| Minecraft                 | minecraft:chest_minecart                      | EntityMinecartChest                 |   43 |
| Minecraft                 | minecraft:chicken                             | EntityChicken                       |   93 |
| Minecraft                 | minecraft:commandblock_minecart               | EntityMinecartCommandBlock          |   40 |
| Minecraft                 | minecraft:cow                                 | EntityCow                           |   92 |
| Minecraft                 | minecraft:creeper                             | EntityCreeper                       |   50 |
| Minecraft                 | minecraft:donkey                              | EntityDonkey                        |   31 |
| Minecraft                 | minecraft:dragon_fireball                     | EntityDragonFireball                |   26 |
| Minecraft                 | minecraft:egg                                 | EntityEgg                           |    7 |
| Minecraft                 | minecraft:elder_guardian                      | EntityElderGuardian                 |    4 |
| Minecraft                 | minecraft:ender_crystal                       | EntityEnderCrystal                  |  200 |
| Minecraft                 | minecraft:ender_dragon                        | EntityDragon                        |   63 |
| Minecraft                 | minecraft:ender_pearl                         | EntityEnderPearl                    |   14 |
| Minecraft                 | minecraft:enderman                            | EntityEnderman                      |   58 |
| Minecraft                 | minecraft:endermite                           | EntityEndermite                     |   67 |
| Minecraft                 | minecraft:evocation_fangs                     | EntityEvokerFangs                   |   33 |
| Minecraft                 | minecraft:evocation_illager                   | EntityEvoker                        |   34 |
| Minecraft                 | minecraft:eye_of_ender_signal                 | EntityEnderEye                      |   15 |
| Minecraft                 | minecraft:falling_block                       | EntityFallingBlock                  |   21 |
| Minecraft                 | minecraft:fireball                            | EntityLargeFireball                 |   12 |
| Minecraft                 | minecraft:fireworks_rocket                    | EntityFireworkRocket                |   22 |
| Minecraft                 | minecraft:furnace_minecart                    | EntityMinecartFurnace               |   44 |
| Minecraft                 | minecraft:ghast                               | EntityGhast                         |   56 |
| Minecraft                 | minecraft:giant                               | EntityGiantZombie                   |   53 |
| Minecraft                 | minecraft:guardian                            | EntityGuardian                      |   68 |
| Minecraft                 | minecraft:hopper_minecart                     | EntityMinecartHopper                |   46 |
| Minecraft                 | minecraft:horse                               | EntityHorse                         |  100 |
| Minecraft                 | minecraft:husk                                | EntityHusk                          |   23 |
| Minecraft                 | minecraft:illusion_illager                    | EntityIllusionIllager               |   37 |
| Minecraft                 | minecraft:item                                | EntityItem                          |    1 |
| Minecraft                 | minecraft:item_frame                          | EntityItemFrame                     |   18 |
| Minecraft                 | minecraft:leash_knot                          | EntityLeashKnot                     |    8 |
| Minecraft                 | minecraft:llama                               | EntityLlama                         |  103 |
| Minecraft                 | minecraft:llama_spit                          | EntityLlamaSpit                     |  104 |
| Minecraft                 | minecraft:magma_cube                          | EntityMagmaCube                     |   62 |
| Minecraft                 | minecraft:minecart                            | EntityMinecartEmpty                 |   42 |
| Minecraft                 | minecraft:mooshroom                           | EntityMooshroom                     |   96 |
| Minecraft                 | minecraft:mule                                | EntityMule                          |   32 |
| Minecraft                 | minecraft:ocelot                              | EntityOcelot                        |   98 |
| Minecraft                 | minecraft:painting                            | EntityPainting                      |    9 |
| Minecraft                 | minecraft:parrot                              | EntityParrot                        |  105 |
| Minecraft                 | minecraft:pig                                 | EntityPig                           |   90 |
| Minecraft                 | minecraft:polar_bear                          | EntityPolarBear                     |  102 |
| Minecraft                 | minecraft:potion                              | EntityPotion                        |   16 |
| Minecraft                 | minecraft:rabbit                              | EntityRabbit                        |  101 |
| Minecraft                 | minecraft:sheep                               | EntitySheep                         |   91 |
| Minecraft                 | minecraft:shulker                             | EntityShulker                       |   69 |
| Minecraft                 | minecraft:shulker_bullet                      | EntityShulkerBullet                 |   25 |
| Minecraft                 | minecraft:silverfish                          | EntitySilverfish                    |   60 |
| Minecraft                 | minecraft:skeleton                            | EntitySkeleton                      |   51 |
| Minecraft                 | minecraft:skeleton_horse                      | EntitySkeletonHorse                 |   28 |
| Minecraft                 | minecraft:slime                               | EntitySlime                         |   55 |
| Minecraft                 | minecraft:small_fireball                      | EntitySmallFireball                 |   13 |
| Minecraft                 | minecraft:snowball                            | EntitySnowball                      |   11 |
| Minecraft                 | minecraft:snowman                             | EntitySnowman                       |   97 |
| Minecraft                 | minecraft:spawner_minecart                    | EntityMinecartMobSpawner            |   47 |
| Minecraft                 | minecraft:spectral_arrow                      | EntitySpectralArrow                 |   24 |
| Minecraft                 | minecraft:spider                              | EntitySpider                        |   52 |
| Minecraft                 | minecraft:squid                               | EntitySquid                         |   94 |
| Minecraft                 | minecraft:stray                               | EntityStray                         |    6 |
| Minecraft                 | minecraft:tnt                                 | EntityTNTPrimed                     |   20 |
| Minecraft                 | minecraft:tnt_minecart                        | EntityMinecartTNT                   |   45 |
| Minecraft                 | minecraft:vex                                 | EntityVex                           |   35 |
| Minecraft                 | minecraft:villager                            | EntityVillager                      |  120 |
| Minecraft                 | minecraft:villager_golem                      | EntityIronGolem                     |   99 |
| Minecraft                 | minecraft:vindication_illager                 | EntityVindicator                    |   36 |
| Minecraft                 | minecraft:witch                               | EntityWitch                         |   66 |
| Minecraft                 | minecraft:wither                              | EntityWither                        |   64 |
| Minecraft                 | minecraft:wither_skeleton                     | EntityWitherSkeleton                |    5 |
| Minecraft                 | minecraft:wither_skull                        | EntityWitherSkull                   |   19 |
| Minecraft                 | minecraft:wolf                                | EntityWolf                          |   95 |
| Minecraft                 | minecraft:xp_bottle                           | EntityExpBottle                     |   17 |
| Minecraft                 | minecraft:xp_orb                              | EntityXPOrb                         |    2 |
| Minecraft                 | minecraft:zombie                              | EntityZombie                        |   54 |
| Minecraft                 | minecraft:zombie_horse                        | EntityZombieHorse                   |   29 |
| Minecraft                 | minecraft:zombie_pigman                       | EntityPigZombie                     |   57 |
| Minecraft                 | minecraft:zombie_villager                     | EntityZombieVillager                |   27 |
| Minecraft                 | wolfarmor:wolf_armored                        | EntityWolfArmored                   |  480 |
| Quark                     | quark:archaeologist                           | EntityArchaeologist                 |   16 |
| Quark                     | quark:arrow_ender                             | EntityArrowEnder                    |    5 |
| Quark                     | quark:arrow_explosive                         | EntityArrowExplosive                |    6 |
| Quark                     | quark:arrow_torch                             | EntityArrowTorch                    |    7 |
| Quark                     | quark:ashen                                   | EntityAshen                         |    1 |
| Quark                     | quark:crab                                    | EntityCrab                          |   22 |
| Quark                     | quark:dweller                                 | EntityDweller                       |    2 |
| Quark                     | quark:foxhound                                | EntityFoxhound                      |   21 |
| Quark                     | quark:frog                                    | EntityFrog                          |   18 |
| Quark                     | quark:glass_item_frame                        | EntityGlassItemFrame                |   10 |
| Quark                     | quark:leash_knot                              | EntityLeashKnot2TheKnotting         |   19 |
| Quark                     | quark:parrot_egg                              | EntityParrotEgg                     |   14 |
| Quark                     | quark:pirate                                  | EntityPirate                        |    3 |
| Quark                     | quark:soul_powder                             | EntitySoulPowder                    |    8 |
| Quark                     | quark:stoneling                               | EntityStoneling                     |   17 |
| Quark                     | quark:wraith                                  | EntityWraith                        |    4 |
| Random Things             | randomthings:artificialendportal              | EntityArtificialEndPortal           |    3 |
| Random Things             | randomthings:eclipsedclock                    | EntityEclipsedClock                 |   13 |
| Random Things             | randomthings:fallingblockspecial              | EntityFallingBlockSpecial           |    6 |
| Random Things             | randomthings:floofireplace                    | EntityTemporaryFlooFireplace        |    5 |
| Random Things             | randomthings:goldenchicken                    | EntityGoldenChicken                 |    7 |
| Random Things             | randomthings:goldenegg                        | EntityGoldenEgg                     |    8 |
| Random Things             | randomthings:playersoul                       | EntitySoul                          |    0 |
| Random Things             | randomthings:projecteditem                    | EntityProjectedItem                 |    4 |
| Random Things             | randomthings:revivecircle                     | EntityReviveCircle                  |    1 |
| Random Things             | randomthings:spectreilluminator               | EntitySpectreIlluminator            |   12 |
| Random Things             | randomthings:spirit                           | EntitySpirit                        |    2 |
| Random Things             | randomthings:thrownweatheregg                 | EntityThrownWeatherEgg              |    9 |
| Random Things             | randomthings:timeaccelerator                  | EntityTimeAccelerator               |   11 |
| Random Things             | randomthings:weathercloud                     | EntityWeatherCloud                  |   10 |
| Rats                      | rats:black_death                              | EntityBlackDeath                    |   18 |
| Rats                      | rats:cheese_cannonball                        | EntityCheeseCannonball              |   15 |
| Rats                      | rats:feral_ratlantean                         | EntityFeralRatlantean               |    7 |
| Rats                      | rats:illager_piper                            | EntityIllagerPiper                  |    2 |
| Rats                      | rats:laser_beam                               | EntityLaserBeam                     |    9 |
| Rats                      | rats:marbled_cheese_golem                     | EntityMarbleCheeseGolem             |    5 |
| Rats                      | rats:marbled_cheese_golem_beam                | EntityGolemBeam                     |    6 |
| Rats                      | rats:neo_ratlantean                           | EntityNeoRatlantean                 |    8 |
| Rats                      | rats:neo_ratlantean_portal                    | EntityLaserPortal                   |   10 |
| Rats                      | rats:pirat                                    | EntityPirat                         |   14 |
| Rats                      | rats:pirat_boat                               | EntityPiratBoat                     |   13 |
| Rats                      | rats:plague_beast                             | EntityPlagueBeast                   |   20 |
| Rats                      | rats:plague_cloud                             | EntityPlagueCloud                   |   19 |
| Rats                      | rats:plague_doctor                            | EntityPlagueDoctor                  |   16 |
| Rats                      | rats:plague_shot                              | EntityPlagueShot                    |   21 |
| Rats                      | rats:purifying_liquid                         | EntityPurifyingLiquid               |   17 |
| Rats                      | rats:rat                                      | EntityRat                           |    1 |
| Rats                      | rats:rat_arrow                                | EntityRatArrow                      |   24 |
| Rats                      | rats:rat_capture_net                          | EntityRatCaptureNet                 |   22 |
| Rats                      | rats:rat_dragon_fire                          | EntityRatDragonFire                 |   23 |
| Rats                      | rats:ratlantean_flame                         | EntityRatlanteanFlame               |    4 |
| Rats                      | rats:ratlantean_spirit                        | EntityRatlanteanSpirit              |    3 |
| Rats                      | rats:thrown_block                             | EntityThrownBlock                   |   11 |
| Rats                      | rats:vial_of_sentience                        | EntityVialOfSentience               |   12 |
| Scaling Health            | scalinghealth:blightfire                      | EntityBlightFire                    |    0 |
| Sit                       | sit:entity_sit                                | EntitySit                           |    0 |
| Snow! Real Magic!         | snowrealmagic:snow                            | EntityFallingSnow                   |    0 |
| Spartan Weaponry          | spartanweaponry:arrow_diamond                 | EntityArrowDiamond                  |    9 |
| Spartan Weaponry          | spartanweaponry:arrow_explosive               | EntityArrowExplosive                |   10 |
| Spartan Weaponry          | spartanweaponry:arrow_iron                    | EntityArrowIron                     |    8 |
| Spartan Weaponry          | spartanweaponry:arrow_wood                    | EntityArrowWood                     |    7 |
| Spartan Weaponry          | spartanweaponry:bolt                          | EntityBoltTipped                    |    1 |
| Spartan Weaponry          | spartanweaponry:bolt_diamond                  | EntityBoltDiamond                   |   13 |
| Spartan Weaponry          | spartanweaponry:bolt_specral                  | EntityBoltSpectral                  |    2 |
| Spartan Weaponry          | spartanweaponry:boomerang_thrown              | EntityBoomerang                     |   11 |
| Spartan Weaponry          | spartanweaponry:dagger_thrown                 | EntityThrownWeapon                  |    3 |
| Spartan Weaponry          | spartanweaponry:dynamite                      | EntityDynamite                      |   12 |
| Spartan Weaponry          | spartanweaponry:javelin_thrown                | EntityThrownJavelin                 |    6 |
| Spartan Weaponry          | spartanweaponry:throwing_axe                  | EntityThrowingAxe                   |    5 |
| Spartan Weaponry          | spartanweaponry:throwing_knife                | EntityThrowingKnife                 |    4 |
| Switch-Bow                | switchbow:arrowair                            | EntityArrowAir                      |    3 |
| Switch-Bow                | switchbow:arrowairupgrade                     | EntityArrowAirUpgrade               |  206 |
| Switch-Bow                | switchbow:arrowbone                           | EntityArrowBone                     |   13 |
| Switch-Bow                | switchbow:arrowboneaoe                        | EntityArrowBoneAOE                  |  201 |
| Switch-Bow                | switchbow:arrowbouncy                         | EntityArrowBouncy                   |   25 |
| Switch-Bow                | switchbow:arrowburial                         | EntityArrowBurial                   |   18 |
| Switch-Bow                | switchbow:arrowburialaoe                      | EntityArrowBurialAOE                |  203 |
| Switch-Bow                | switchbow:arrowchorus                         | EntityArrowChorus                   |   19 |
| Switch-Bow                | switchbow:arrowdiamond                        | EntityArrowDiamond                  |   10 |
| Switch-Bow                | switchbow:arrowdragonbreath                   | EntityArrowDragonBreath             |   21 |
| Switch-Bow                | switchbow:arrowenderperle                     | EntityArrowEnderperle               |    4 |
| Switch-Bow                | switchbow:arrowfire                           | EntityArrowFire                     |   12 |
| Switch-Bow                | switchbow:arrowfireupgrade                    | EntityArrowFireUpgrade              |  204 |
| Switch-Bow                | switchbow:arrowfirework                       | EntityArrowFirework                 |   14 |
| Switch-Bow                | switchbow:arrowfrost                          | EntityArrowFrost                    |    2 |
| Switch-Bow                | switchbow:arrowknockback                      | EntityArrowKnockback                |   24 |
| Switch-Bow                | switchbow:arrowlightningbolt                  | EntityArrowLightningBolt            |    0 |
| Switch-Bow                | switchbow:arrowlightningboltstorm             | EntityArrowLightningBoltStorm       |  200 |
| Switch-Bow                | switchbow:arrowlove                           | EntityArrowLove                     |   11 |
| Switch-Bow                | switchbow:arrowluck                           | EntityArrowLuck                     |   16 |
| Switch-Bow                | switchbow:arrowluckupgrade                    | EntityArrowLuckUpgrade              |  205 |
| Switch-Bow                | switchbow:arrowofthesearcher                  | EntityArrowoftheSearcher            |   26 |
| Switch-Bow                | switchbow:arrowpiercing                       | EntityArrowPiercing                 |   27 |
| Switch-Bow                | switchbow:arrowprotector                      | EntityArrowProtector                |   23 |
| Switch-Bow                | switchbow:arrowredstone                       | EntityArrowRedstone                 |   17 |
| Switch-Bow                | switchbow:arrowsplit                          | EntityArrowSplit                    |    8 |
| Switch-Bow                | switchbow:arrowsplitlove                      | EntityArrowSplitLove                |   15 |
| Switch-Bow                | switchbow:arrowsplitloveupgrade               | EntityArrowSplitLoveUpgrade         |  207 |
| Switch-Bow                | switchbow:arrowsplitupgrade                   | EntityArrowSplitUpgrade             |  202 |
| Switch-Bow                | switchbow:arrowsprinkler                      | EntityArrowSprinkler                |   20 |
| Switch-Bow                | switchbow:arrowtnt                            | EntityArrowTNT                      |    1 |
| Switch-Bow                | switchbow:arrowtorch                          | EntityArrowTorch                    |    7 |
| Switch-Bow                | switchbow:arrowtriple                         | EntityArrowTriple                   |   22 |
| Switch-Bow                | switchbow:arrowunderwater                     | EntityArrowUnderwater               |    9 |
| Switch-Bow                | switchbow:arrowvampier                        | EntityArrowVampier                  |    5 |
| Switch-Bow                | switchbow:arrowwither                         | EntityArrowWither                   |    6 |
| Switch-Bow                | switchbow:entityburial                        | EntityBurial                        |  102 |
| Switch-Bow                | switchbow:entityfire                          | EntityFire                          |  101 |
| Switch-Bow                | switchbow:littleirongolem                     | EntityLittleIronGolem               |  150 |
| Thaumcraft                | thaumcraft:alumentum                          | EntityAlumentum                     |    6 |
| Thaumcraft                | thaumcraft:arcanebore                         | EntityArcaneBore                    |   18 |
| Thaumcraft                | thaumcraft:bottletaint                        | EntityBottleTaint                   |    9 |
| Thaumcraft                | thaumcraft:brainyzombie                       | EntityBrainyZombie                  |   24 |
| Thaumcraft                | thaumcraft:causalitycollapser                 | EntityCausalityCollapser            |   12 |
| Thaumcraft                | thaumcraft:cultistcleric                      | EntityCultistCleric                 |   33 |
| Thaumcraft                | thaumcraft:cultistknight                      | EntityCultistKnight                 |   32 |
| Thaumcraft                | thaumcraft:cultistleader                      | EntityCultistLeader                 |   22 |
| Thaumcraft                | thaumcraft:cultistportalgreater               | EntityCultistPortalGreater          |    0 |
| Thaumcraft                | thaumcraft:cultistportallesser                | EntityCultistPortalLesser           |    1 |
| Thaumcraft                | thaumcraft:eldritchcrab                       | EntityEldritchCrab                  |   34 |
| Thaumcraft                | thaumcraft:eldritchgolem                      | EntityEldritchGolem                 |   21 |
| Thaumcraft                | thaumcraft:eldritchguardian                   | EntityEldritchGuardian              |   31 |
| Thaumcraft                | thaumcraft:eldritchorb                        | EntityEldritchOrb                   |    8 |
| Thaumcraft                | thaumcraft:eldritchwarden                     | EntityEldritchWarden                |   20 |
| Thaumcraft                | thaumcraft:fallingtaint                       | EntityFallingTaint                  |    5 |
| Thaumcraft                | thaumcraft:firebat                            | EntityFireBat                       |   27 |
| Thaumcraft                | thaumcraft:fluxrift                           | EntityFluxRift                      |    2 |
| Thaumcraft                | thaumcraft:focuscloud                         | EntityFocusCloud                    |   14 |
| Thaumcraft                | thaumcraft:focusmine                          | EntityFocusMine                     |   15 |
| Thaumcraft                | thaumcraft:focusprojectile                    | EntityFocusProjectile               |   13 |
| Thaumcraft                | thaumcraft:followitem                         | EntityFollowingItem                 |    4 |
| Thaumcraft                | thaumcraft:giantbrainyzombie                  | EntityGiantBrainyZombie             |   25 |
| Thaumcraft                | thaumcraft:golem                              | EntityThaumcraftGolem               |   19 |
| Thaumcraft                | thaumcraft:golemdart                          | EntityGolemDart                     |    7 |
| Thaumcraft                | thaumcraft:golemorb                           | EntityGolemOrb                      |   10 |
| Thaumcraft                | thaumcraft:grapple                            | EntityGrapple                       |   11 |
| Thaumcraft                | thaumcraft:inhabitedzombie                    | EntityInhabitedZombie               |   35 |
| Thaumcraft                | thaumcraft:mindspider                         | EntityMindSpider                    |   30 |
| Thaumcraft                | thaumcraft:pech                               | EntityPech                          |   29 |
| Thaumcraft                | thaumcraft:specialitem                        | EntitySpecialItem                   |    3 |
| Thaumcraft                | thaumcraft:spellbat                           | EntitySpellBat                      |   28 |
| Thaumcraft                | thaumcraft:taintacle                          | EntityTaintacle                     |   38 |
| Thaumcraft                | thaumcraft:taintaclegiant                     | EntityTaintacleGiant                |   23 |
| Thaumcraft                | thaumcraft:taintacletiny                      | EntityTaintacleSmall                |   39 |
| Thaumcraft                | thaumcraft:taintcrawler                       | EntityTaintCrawler                  |   37 |
| Thaumcraft                | thaumcraft:taintseed                          | EntityTaintSeed                     |   41 |
| Thaumcraft                | thaumcraft:taintseedprime                     | EntityTaintSeedPrime                |   42 |
| Thaumcraft                | thaumcraft:taintswarm                         | EntityTaintSwarm                    |   40 |
| Thaumcraft                | thaumcraft:thaumslime                         | EntityThaumicSlime                  |   36 |
| Thaumcraft                | thaumcraft:turretadvanced                     | EntityTurretCrossbowAdvanced        |   17 |
| Thaumcraft                | thaumcraft:turretbasic                        | EntityTurretCrossbow                |   16 |
| Thaumcraft                | thaumcraft:wisp                               | EntityWisp                          |   26 |
| The Twilight Forest       | twilightforest:adherent                       | EntityTFAdherent                    |   56 |
| The Twilight Forest       | twilightforest:armored_giant                  | EntityTFArmoredGiant                |   53 |
| The Twilight Forest       | twilightforest:bighorn_sheep                  | EntityTFBighorn                     |    1 |
| The Twilight Forest       | twilightforest:blockchain_goblin              | EntityTFBlockGoblin                 |   39 |
| The Twilight Forest       | twilightforest:boggard                        | EntityTFBoggard                     |   78 |
| The Twilight Forest       | twilightforest:bunny                          | EntityTFBunny                       |   17 |
| The Twilight Forest       | twilightforest:castle_guardian                | EntityTFCastleGuardian              |   58 |
| The Twilight Forest       | twilightforest:chain_block                    | EntityTFChainBlock                  |   75 |
| The Twilight Forest       | twilightforest:charm_effect                   | EntityTFCharmEffect                 |   68 |
| The Twilight Forest       | twilightforest:cube_of_annihilation           | EntityTFCubeOfAnnihilation          |   76 |
| The Twilight Forest       | twilightforest:death_tome                     | EntityTFDeathTome                   |   22 |
| The Twilight Forest       | twilightforest:deer                           | EntityTFDeer                        |    2 |
| The Twilight Forest       | twilightforest:falling_ice                    | EntityTFFallingIce                  |   70 |
| The Twilight Forest       | twilightforest:fire_beetle                    | EntityTFFireBeetle                  |   25 |
| The Twilight Forest       | twilightforest:firefly                        | EntityTFMobileFirefly               |   32 |
| The Twilight Forest       | twilightforest:giant_miner                    | EntityTFGiantMiner                  |   52 |
| The Twilight Forest       | twilightforest:goblin_knight_lower            | EntityTFGoblinKnightLower           |   41 |
| The Twilight Forest       | twilightforest:goblin_knight_upper            | EntityTFGoblinKnightUpper           |   40 |
| The Twilight Forest       | twilightforest:harbinger_cube                 | EntityTFHarbingerCube               |   55 |
| The Twilight Forest       | twilightforest:hedge_spider                   | EntityTFHedgeSpider                 |    9 |
| The Twilight Forest       | twilightforest:helmet_crab                    | EntityTFHelmetCrab                  |   42 |
| The Twilight Forest       | twilightforest:hostile_wolf                   | EntityTFHostileWolf                 |    7 |
| The Twilight Forest       | twilightforest:hydra                          | EntityTFHydra                       |   10 |
| The Twilight Forest       | twilightforest:hydra_head                     | EntityTFHydraHead                   |   59 |
| The Twilight Forest       | twilightforest:hydra_mortar                   | EntityTFHydraMortar                 |   64 |
| The Twilight Forest       | twilightforest:ice_arrow                      | EntityIceArrow                      |   73 |
| The Twilight Forest       | twilightforest:ice_crystal                    | EntityTFIceCrystal                  |   54 |
| The Twilight Forest       | twilightforest:ice_snowball                   | EntityTFIceSnowball                 |   74 |
| The Twilight Forest       | twilightforest:king_spider                    | EntityTFKingSpider                  |   31 |
| The Twilight Forest       | twilightforest:knight_phantom                 | EntityTFKnightPhantom               |   43 |
| The Twilight Forest       | twilightforest:kobold                         | EntityTFKobold                      |   20 |
| The Twilight Forest       | twilightforest:lich                           | EntityTFLich                        |   11 |
| The Twilight Forest       | twilightforest:lich_bolt                      | EntityTFLichBolt                    |   61 |
| The Twilight Forest       | twilightforest:lich_bomb                      | EntityTFLichBomb                    |   65 |
| The Twilight Forest       | twilightforest:lich_minion                    | EntityTFLichMinion                  |   13 |
| The Twilight Forest       | twilightforest:loyal_zombie                   | EntityTFLoyalZombie                 |   14 |
| The Twilight Forest       | twilightforest:maze_slime                     | EntityTFMazeSlime                   |   28 |
| The Twilight Forest       | twilightforest:mini_ghast                     | EntityTFMiniGhast                   |   33 |
| The Twilight Forest       | twilightforest:minoshroom                     | EntityTFMinoshroom                  |   24 |
| The Twilight Forest       | twilightforest:minotaur                       | EntityTFMinotaur                    |   23 |
| The Twilight Forest       | twilightforest:mist_wolf                      | EntityTFMistWolf                    |   30 |
| The Twilight Forest       | twilightforest:moonworm_shot                  | EntityTFMoonwormShot                |   66 |
| The Twilight Forest       | twilightforest:mosquito_swarm                 | EntityTFMosquitoSwarm               |   21 |
| The Twilight Forest       | twilightforest:naga                           | EntityTFNaga                        |    5 |
| The Twilight Forest       | twilightforest:nature_bolt                    | EntityTFNatureBolt                  |   60 |
| The Twilight Forest       | twilightforest:penguin                        | EntityTFPenguin                     |   12 |
| The Twilight Forest       | twilightforest:pinch_beetle                   | EntityTFPinchBeetle                 |   27 |
| The Twilight Forest       | twilightforest:quest_ram                      | EntityTFQuestRam                    |   19 |
| The Twilight Forest       | twilightforest:raven                          | EntityTFRaven                       |   18 |
| The Twilight Forest       | twilightforest:redcap                         | EntityTFRedcap                      |    3 |
| The Twilight Forest       | twilightforest:redcap_sapper                  | EntityTFRedcapSapper                |   29 |
| The Twilight Forest       | twilightforest:rising_zombie                  | EntityTFRisingZombie                |   79 |
| The Twilight Forest       | twilightforest:roving_cube                    | EntityTFRovingCube                  |   57 |
| The Twilight Forest       | twilightforest:seeker_arrow                   | EntitySeekerArrow                   |   72 |
| The Twilight Forest       | twilightforest:skeleton_druid                 | EntityTFSkeletonDruid               |    6 |
| The Twilight Forest       | twilightforest:slider                         | EntityTFSlideBlock                  |   77 |
| The Twilight Forest       | twilightforest:slime_beetle                   | EntityTFSlimeBeetle                 |   26 |
| The Twilight Forest       | twilightforest:slime_blob                     | EntityTFSlimeProjectile             |   67 |
| The Twilight Forest       | twilightforest:snow_guardian                  | EntityTFSnowGuardian                |   47 |
| The Twilight Forest       | twilightforest:snow_queen                     | EntityTFSnowQueen                   |   50 |
| The Twilight Forest       | twilightforest:squirrel                       | EntityTFSquirrel                    |   16 |
| The Twilight Forest       | twilightforest:stable_ice_core                | EntityTFIceShooter                  |   48 |
| The Twilight Forest       | twilightforest:swarm_spider                   | EntityTFSwarmSpider                 |    4 |
| The Twilight Forest       | twilightforest:thrown_ice                     | EntityTFIceBomb                     |   71 |
| The Twilight Forest       | twilightforest:thrown_wep                     | EntityTFThrownWep                   |   69 |
| The Twilight Forest       | twilightforest:tiny_bird                      | EntityTFTinyBird                    |   15 |
| The Twilight Forest       | twilightforest:tome_bolt                      | EntityTFTomeBolt                    |   63 |
| The Twilight Forest       | twilightforest:tower_broodling                | EntityTFTowerBroodling              |   37 |
| The Twilight Forest       | twilightforest:tower_ghast                    | EntityTFTowerGhast                  |   34 |
| The Twilight Forest       | twilightforest:tower_golem                    | EntityTFTowerGolem                  |   35 |
| The Twilight Forest       | twilightforest:tower_termite                  | EntityTFTowerTermite                |   36 |
| The Twilight Forest       | twilightforest:troll                          | EntityTFTroll                       |   51 |
| The Twilight Forest       | twilightforest:unstable_ice_core              | EntityTFIceExploder                 |   49 |
| The Twilight Forest       | twilightforest:ur_ghast                       | EntityTFUrGhast                     |   38 |
| The Twilight Forest       | twilightforest:wand_bolt                      | EntityTFTwilightWandBolt            |   62 |
| The Twilight Forest       | twilightforest:wild_boar                      | EntityTFBoar                        |    0 |
| The Twilight Forest       | twilightforest:winter_wolf                    | EntityTFWinterWolf                  |   46 |
| The Twilight Forest       | twilightforest:wraith                         | EntityTFWraith                      |    8 |
| The Twilight Forest       | twilightforest:yeti                           | EntityTFYeti                        |   44 |
| The Twilight Forest       | twilightforest:yeti_alpha                     | EntityTFYetiAlpha                   |   45 |
| Tinkers' Construct        | tconstruct:arrow                              | EntityArrow                         |   10 |
| Tinkers' Construct        | tconstruct:blueslime                          | EntityBlueSlime                     |    1 |
| Tinkers' Construct        | tconstruct:bolt                               | EntityBolt                          |   11 |
| Tinkers' Construct        | tconstruct:fancy_frame                        | EntityFancyItemFrame                |    2 |
| Tinkers' Construct        | tconstruct:indestructible                     | IndestructibleEntityItem            |    0 |
| Tinkers' Construct        | tconstruct:shuriken                           | EntityShuriken                      |   12 |
| Tinkers' Construct        | tconstruct:throwball                          | EntityThrowball                     |    3 |
