+--------------------------------------------------------------------------------------+------------------------------------------------------------+----------+
| Class                                                                                | Registry name                                              | Ticking? |
| noppes.vc.blocks.tiles.TileTallLamp                                                  | variedcommodities:tall_lamp                                |        - |
| noppes.vc.blocks.tiles.TileTombstone                                                 | variedcommodities:tombstone                                |        - |
| noppes.vc.blocks.tiles.TileTrading                                                   | variedcommodities:trading_block                            |        - |
| noppes.vc.blocks.tiles.TileWallBanner                                                | variedcommodities:wall_banner                              |        - |
| noppes.vc.blocks.tiles.TileWeaponRack                                                | variedcommodities:weapon_rack                              |        - |
| org.dimdev.dimdoors.shared.tileentities.TileEntityEntranceRift                       | dimdoors:entrance_rift                                     |        - |
| org.dimdev.dimdoors.shared.tileentities.TileEntityFloatingRift                       | dimdoors:floating_rift                                     |      yes |
| pegbeard.dungeontactics.blocks.DTRadio$DTRadioTile                                   | dungeontactics:radio.tile                                  |        - |
| pegbeard.dungeontactics.blocks.tileentities.DTBarrelTile                             | dungeontactics:barrel.tile                                 |      yes |
| pegbeard.dungeontactics.blocks.tileentities.DTFanTile                                | dungeontactics:fan_block.tile                              |      yes |
| pegbeard.dungeontactics.blocks.tileentities.DTFlamerTile                             | dungeontactics:flamer_block.tile                           |      yes |
| pegbeard.dungeontactics.blocks.tileentities.DTLanternTile                            | dungeontactics:lantern_magic.tile                          |      yes |
| pl.asie.foamfix.common.TileEntityFasterHopper                                        | minecraft:hopper                                           |      yes |
| sereneseasons.tileentity.TileEntitySeasonSensor                                      | minecraft:season_sensor                                    |      yes |
| slimeknights.tconstruct.gadgets.tileentity.TileDryingRack                            | minecraft:tconstruct.drying_rack                           |      yes |
| slimeknights.tconstruct.gadgets.tileentity.TileItemRack                              | minecraft:tconstruct.item_rack                             |        - |
| slimeknights.tconstruct.gadgets.tileentity.TileSlimeChannel                          | minecraft:tconstruct.slime_channel                         |        - |
| slimeknights.tconstruct.gadgets.tileentity.TileWoodenHopper                          | minecraft:tconstruct.wooden_hopper                         |      yes |
| slimeknights.tconstruct.shared.tileentity.TileTable                                  | minecraft:tconstruct.table                                 |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileCastingBasin                         | minecraft:tconstruct.casting_basin                         |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileCastingTable                         | minecraft:tconstruct.casting_table                         |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileChannel                              | minecraft:tconstruct.channel                               |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileDrain                                | minecraft:tconstruct.smeltery_drain                        |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileFaucet                               | minecraft:tconstruct.faucet                                |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileSearedFurnace                        | minecraft:tconstruct.seared_furnace                        |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileSmeltery                             | minecraft:tconstruct.smeltery_controller                   |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileSmelteryComponent                    | minecraft:tconstruct.smeltery_component                    |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileTank                                 | minecraft:tconstruct.tank                                  |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileTinkerTank                           | minecraft:tconstruct.tinker_tank                           |      yes |
| slimeknights.tconstruct.tools.common.tileentity.TileCraftingStation                  | minecraft:tconstruct.craftingstation                       |        - |
| slimeknights.tconstruct.tools.common.tileentity.TilePartBuilder                      | minecraft:tconstruct.partbuilder                           |        - |
| slimeknights.tconstruct.tools.common.tileentity.TilePartChest                        | minecraft:tconstruct.partchest                             |        - |
| slimeknights.tconstruct.tools.common.tileentity.TilePatternChest                     | minecraft:tconstruct.patternchest                          |        - |
| slimeknights.tconstruct.tools.common.tileentity.TileStencilTable                     | minecraft:tconstruct.stenciltable                          |        - |
| slimeknights.tconstruct.tools.common.tileentity.TileToolForge                        | minecraft:tconstruct.toolforge                             |        - |
| slimeknights.tconstruct.tools.common.tileentity.TileToolStation                      | minecraft:tconstruct.toolstation                           |        - |
| snownee.snow.TileSnowLayer                                                           | snowrealmagic:snow                                         |        - |
| svenhjol.charm.crafting.tile.TileBarrel                                              | charm:barrel                                               |        - |
| svenhjol.charm.crafting.tile.TileComposter                                           | charm:composter                                            |        - |
| svenhjol.charm.crafting.tile.TileCrate                                               | charm:crate                                                |        - |
| svenhjol.charm.world.tile.TileRunePortal                                             | charm:rune_portal                                          |        - |
| svenhjol.charm.world.tile.TileRunePortalFrame                                        | charm:rune_portal_frame                                    |        - |
| team.chisel.common.block.TileAutoChisel                                              | chisel:auto_chisel                                         |      yes |
| thaumcraft.common.tiles.crafting.TileArcaneWorkbench                                 | thaumcraft:tilearcaneworkbench                             |        - |
| thaumcraft.common.tiles.crafting.TileCrucible                                        | thaumcraft:tilecrucible                                    |      yes |
| thaumcraft.common.tiles.crafting.TileFocalManipulator                                | thaumcraft:tilefocalmanipulator                            |      yes |
| thaumcraft.common.tiles.crafting.TileGolemBuilder                                    | thaumcraft:tilegolembuilder                                |      yes |
| thaumcraft.common.tiles.crafting.TileInfusionMatrix                                  | thaumcraft:tileinfusionmatrix                              |      yes |
| thaumcraft.common.tiles.crafting.TilePatternCrafter                                  | thaumcraft:tilepatterncrafter                              |      yes |
| thaumcraft.common.tiles.crafting.TilePedestal                                        | thaumcraft:tilepedestal                                    |      yes |
| thaumcraft.common.tiles.crafting.TileResearchTable                                   | thaumcraft:tileresearchtable                               |      yes |
| thaumcraft.common.tiles.crafting.TileThaumatorium                                    | thaumcraft:tilethaumatorium                                |      yes |
| thaumcraft.common.tiles.crafting.TileThaumatoriumTop                                 | thaumcraft:tilethaumatoriumtop                             |      yes |
| thaumcraft.common.tiles.crafting.TileVoidSiphon                                      | thaumcraft:tilevoidsiphon                                  |      yes |
| thaumcraft.common.tiles.devices.TileArcaneEar                                        | thaumcraft:tilearcaneear                                   |      yes |
| thaumcraft.common.tiles.devices.TileBellows                                          | thaumcraft:tilebellows                                     |      yes |
| thaumcraft.common.tiles.devices.TileCondenser                                        | thaumcraft:tilecondenser                                   |      yes |
| thaumcraft.common.tiles.devices.TileDioptra                                          | thaumcraft:tiledioptra                                     |      yes |
| thaumcraft.common.tiles.devices.TileHungryChest                                      | thaumcraft:tilechesthungry                                 |      yes |
| thaumcraft.common.tiles.devices.TileInfernalFurnace                                  | thaumcraft:tileinfernalfurnace                             |      yes |
| thaumcraft.common.tiles.devices.TileJarBrain                                         | thaumcraft:tilejarbrain                                    |      yes |
| thaumcraft.common.tiles.devices.TileLampArcane                                       | thaumcraft:tilelamparcane                                  |      yes |
| thaumcraft.common.tiles.devices.TileLampFertility                                    | thaumcraft:tilelampfertility                               |      yes |
| thaumcraft.common.tiles.devices.TileLampGrowth                                       | thaumcraft:tilelampgrowth                                  |      yes |
| thaumcraft.common.tiles.devices.TileLevitator                                        | thaumcraft:tilelevitator                                   |      yes |
| thaumcraft.common.tiles.devices.TileMirror                                           | thaumcraft:tilemirror                                      |      yes |
| thaumcraft.common.tiles.devices.TileMirrorEssentia                                   | thaumcraft:tilemirroressentia                              |      yes |
| thaumcraft.common.tiles.devices.TilePotionSprayer                                    | thaumcraft:tilepotionsprayer                               |      yes |
| thaumcraft.common.tiles.devices.TileRechargePedestal                                 | thaumcraft:tilerechargepedestal                            |      yes |
| thaumcraft.common.tiles.devices.TileRedstoneRelay                                    | thaumcraft:tileredstonerelay                               |        - |
| thaumcraft.common.tiles.devices.TileSpa                                              | thaumcraft:tilespa                                         |      yes |
| thaumcraft.common.tiles.devices.TileStabilizer                                       | thaumcraft:tilestabilizer                                  |      yes |
| thaumcraft.common.tiles.devices.TileVisGenerator                                     | thaumcraft:tilevisgenerator                                |      yes |
| thaumcraft.common.tiles.devices.TileWaterJug                                         | thaumcraft:tilewaterjug                                    |      yes |
| thaumcraft.common.tiles.essentia.TileAlembic                                         | thaumcraft:tilealembic                                     |        - |
| thaumcraft.common.tiles.essentia.TileCentrifuge                                      | thaumcraft:tilecentrifuge                                  |      yes |
| thaumcraft.common.tiles.essentia.TileEssentiaInput                                   | thaumcraft:tileessentiainput                               |      yes |
| thaumcraft.common.tiles.essentia.TileEssentiaOutput                                  | thaumcraft:tileessentiaoutput                              |      yes |
| thaumcraft.common.tiles.essentia.TileJarFillable                                     | thaumcraft:tilejar                                         |      yes |
| thaumcraft.common.tiles.essentia.TileJarFillableVoid                                 | thaumcraft:tilejarvoid                                     |      yes |
| thaumcraft.common.tiles.essentia.TileSmelter                                         | thaumcraft:tilesmelter                                     |      yes |
| thaumcraft.common.tiles.essentia.TileTube                                            | thaumcraft:tiletube                                        |      yes |
| thaumcraft.common.tiles.essentia.TileTubeBuffer                                      | thaumcraft:tiletubebuffer                                  |      yes |
| thaumcraft.common.tiles.essentia.TileTubeFilter                                      | thaumcraft:tiletubefilter                                  |      yes |
| thaumcraft.common.tiles.essentia.TileTubeOneway                                      | thaumcraft:tiletubeoneway                                  |      yes |
| thaumcraft.common.tiles.essentia.TileTubeRestrict                                    | thaumcraft:tiletuberestrict                                |      yes |
| thaumcraft.common.tiles.essentia.TileTubeValve                                       | thaumcraft:tiletubevalve                                   |      yes |
| thaumcraft.common.tiles.misc.TileBanner                                              | thaumcraft:tilebanner                                      |        - |
| thaumcraft.common.tiles.misc.TileBarrierStone                                        | thaumcraft:tilebarrierstone                                |      yes |
| thaumcraft.common.tiles.misc.TileHole                                                | thaumcraft:tilehole                                        |      yes |
| thaumcraft.common.tiles.misc.TileNitor                                               | thaumcraft:tilenitor                                       |      yes |
| toughasnails.tileentity.TileEntityTemperatureSpread                                  | minecraft:temperature_spread                               |      yes |
| tschipp.forgottenitems.blocks.tileentity.TileEntityAdvancedRuneReader                | forgottenitems:fiadvancedrunereader                        |      yes |
| tschipp.forgottenitems.blocks.tileentity.TileEntityRuneReader                        | forgottenitems:firunereader                                |      yes |
| twilightforest.tileentity.TileEntityTFAntibuilder                                    | twilightforest:tower_reverter                              |      yes |
| twilightforest.tileentity.TileEntityTFCReactorActive                                 | twilightforest:carminite_reactor_active                    |      yes |
| twilightforest.tileentity.TileEntityTFCinderFurnace                                  | twilightforest:cinder_furnace                              |      yes |
| twilightforest.tileentity.TileEntityTFFlameJet                                       | twilightforest:flame_jet                                   |      yes |
| twilightforest.tileentity.TileEntityTFGhastTrapActive                                | twilightforest:ghast_trap_active                           |      yes |
| twilightforest.tileentity.TileEntityTFGhastTrapInactive                              | twilightforest:ghast_trap_inactive                         |      yes |
| twilightforest.tileentity.TileEntityTFPoppingJet                                     | twilightforest:popping_jet                                 |      yes |
| twilightforest.tileentity.TileEntityTFSmoker                                         | twilightforest:smoker                                      |      yes |
| twilightforest.tileentity.TileEntityTFTowerBuilder                                   | twilightforest:tower_builder                               |      yes |
| twilightforest.tileentity.TileEntityTFTrophy                                         | twilightforest:trophy                                      |      yes |
| twilightforest.tileentity.critters.TileEntityTFCicadaTicking                         | twilightforest:cicada                                      |      yes |
| twilightforest.tileentity.critters.TileEntityTFFireflyTicking                        | twilightforest:firefly                                     |      yes |
| twilightforest.tileentity.critters.TileEntityTFMoonwormTicking                       | twilightforest:moonworm                                    |      yes |
| twilightforest.tileentity.spawner.TileEntityTFAlphaYetiSpawner                       | twilightforest:alpha_yeti_spawner                          |      yes |
| twilightforest.tileentity.spawner.TileEntityTFFinalBossSpawner                       | twilightforest:final_boss_spawner                          |      yes |
| twilightforest.tileentity.spawner.TileEntityTFHydraSpawner                           | twilightforest:hydra_spawner                               |      yes |
| twilightforest.tileentity.spawner.TileEntityTFKnightPhantomsSpawner                  | twilightforest:knight_phantom_spawner                      |      yes |
| twilightforest.tileentity.spawner.TileEntityTFLichSpawner                            | twilightforest:lich_spawner                                |      yes |
| twilightforest.tileentity.spawner.TileEntityTFMinoshroomSpawner                      | twilightforest:minoshroom_spawner                          |      yes |
| twilightforest.tileentity.spawner.TileEntityTFNagaSpawner                            | twilightforest:naga_spawner                                |      yes |
| twilightforest.tileentity.spawner.TileEntityTFSnowQueenSpawner                       | twilightforest:snow_queen_spawner                          |      yes |
| twilightforest.tileentity.spawner.TileEntityTFTowerBossSpawner                       | twilightforest:tower_boss_spawner                          |      yes |
| vazkii.quark.automation.tile.TileInductor                                            | quark:inductor                                             |        - |
| vazkii.quark.automation.tile.TileRainDetector                                        | quark:rain_detector                                        |      yes |
| vazkii.quark.oddities.tile.TileMatrixEnchanter                                       | quark:matrix_enchanter                                     |      yes |
| vazkii.quark.world.tile.TileMonsterBox                                               | quark:monster_box                                          |      yes |
| vazkii.quark.world.tile.TileSmoker                                                   | quark:smoker                                               |      yes |
+--------------------------------------------------------------------------------------+------------------------------------------------------------+----------+
| Class                                                                                | Registry name                                              | Ticking? |
+--------------------------------------------------------------------------------------+------------------------------------------------------------+----------+
