+-------------------------------+-------------------------------------------------------+---------+----------+----------+----------------------------------------------------+--------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                             |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                     |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                   |
| *** ALSO ***                                                                                                                                                                                                                                                |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                   |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                    |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                   |
+-------------------------------+-------------------------------------------------------+---------+----------+----------+----------------------------------------------------+--------------------------------------------------------------------------------+
| Mod name                      | Registry name                                         | Item ID | Meta/dmg | Subtypes | Display name                                       | Ore Dict keys                                                                  |
| DungeonTactics                | dungeontactics:charm_heavy                            |    6258 |        0 |    false | Heavy Charm                                        |                                                                                |
| DungeonTactics                | dungeontactics:charm_sapping                          |    6257 |        0 |    false | Sapping Charm                                      |                                                                                |
| DungeonTactics                | dungeontactics:charm_searing                          |    6264 |        0 |    false | Searing Charm                                      |                                                                                |
| DungeonTactics                | dungeontactics:charm_toxic                            |    6256 |        0 |    false | Toxic Charm                                        |                                                                                |
| DungeonTactics                | dungeontactics:charm_unintelligible                   |    6260 |        0 |    false | Unintelligible Charm                               |                                                                                |
| DungeonTactics                | dungeontactics:cherry_bomb                            |    6094 |        0 |    false | Cherry Bomb                                        |                                                                                |
| DungeonTactics                | dungeontactics:claws                                  |    6163 |        0 |    false | Claws                                              |                                                                                |
| DungeonTactics                | dungeontactics:climbing_rope                          |    5976 |        0 |    false | Climbing Rope                                      |                                                                                |
| DungeonTactics                | dungeontactics:coin_cannon                            |    6168 |        0 |    false | Coin Cannon                                        |                                                                                |
| DungeonTactics                | dungeontactics:copper_cluster                         |    6220 |        0 |    false | Copper Cluster                                     | clusterCopper                                                                  |
| DungeonTactics                | dungeontactics:cushion_black                          |    5954 |        0 |    false | Black Cushion                                      |                                                                                |
| DungeonTactics                | dungeontactics:cushion_blue                           |    5962 |        0 |    false | Blue Cushion                                       |                                                                                |
| DungeonTactics                | dungeontactics:cushion_brown                          |    5966 |        0 |    false | Brown Cushion                                      |                                                                                |
| DungeonTactics                | dungeontactics:cushion_cyan                           |    5963 |        0 |    false | Cyan Cushion                                       |                                                                                |
| DungeonTactics                | dungeontactics:cushion_green                          |    5960 |        0 |    false | Green Cushion                                      |                                                                                |
| DungeonTactics                | dungeontactics:cushion_grey                           |    5953 |        0 |    false | Grey Cushion                                       |                                                                                |
| DungeonTactics                | dungeontactics:cushion_light_blue                     |    5961 |        0 |    false | Light Blue Cushion                                 |                                                                                |
| DungeonTactics                | dungeontactics:cushion_light_grey                     |    5952 |        0 |    false | Light Grey Cushion                                 |                                                                                |
| DungeonTactics                | dungeontactics:cushion_lime                           |    5959 |        0 |    false | Lime Cushion                                       |                                                                                |
| DungeonTactics                | dungeontactics:cushion_magenta                        |    5964 |        0 |    false | Magenta Cushion                                    |                                                                                |
| DungeonTactics                | dungeontactics:cushion_orange                         |    5957 |        0 |    false | Orange Cushion                                     |                                                                                |
| DungeonTactics                | dungeontactics:cushion_pink                           |    5955 |        0 |    false | Pink Cushion                                       |                                                                                |
| DungeonTactics                | dungeontactics:cushion_purple                         |    5965 |        0 |    false | Purple Cushion                                     |                                                                                |
| DungeonTactics                | dungeontactics:cushion_red                            |    5956 |        0 |    false | Red Cushion                                        |                                                                                |
| DungeonTactics                | dungeontactics:cushion_white                          |    5951 |        0 |    false | White Cushion                                      |                                                                                |
| DungeonTactics                | dungeontactics:cushion_yellow                         |    5958 |        0 |    false | Yellow Cushion                                     |                                                                                |
| DungeonTactics                | dungeontactics:diamond_battleaxe                      |    6037 |        0 |    false | Diamond Battleaxe                                  |                                                                                |
| DungeonTactics                | dungeontactics:diamond_cestus                         |    6077 |        0 |    false | Diamond Cestus                                     |                                                                                |
| DungeonTactics                | dungeontactics:diamond_cutlass                        |    6059 |        0 |    false | Diamond Cutlass                                    |                                                                                |
| DungeonTactics                | dungeontactics:diamond_glaive                         |    6046 |        0 |    false | Diamond Glaive                                     |                                                                                |
| DungeonTactics                | dungeontactics:diamond_hammer                         |    6028 |        0 |    false | Diamond Hammer                                     |                                                                                |
| DungeonTactics                | dungeontactics:diamond_knife                          |    6068 |        0 |    false | Diamond Knife                                      |                                                                                |
| DungeonTactics                | dungeontactics:diamond_nugget                         |    6212 |        0 |    false | Cut Diamond                                        | nuggetDiamond                                                                  |
| DungeonTactics                | dungeontactics:diamond_plate_boots                    |    6132 |        0 |    false | Diamond Plate Boots                                |                                                                                |
| DungeonTactics                | dungeontactics:diamond_plate_chestpiece               |    6130 |        0 |    false | Diamond Plate Chestpiece                           |                                                                                |
| DungeonTactics                | dungeontactics:diamond_plate_faceplate                |    6129 |        0 |    false | Diamond Plate Faceplate                            |                                                                                |
| DungeonTactics                | dungeontactics:diamond_plate_greaves                  |    6131 |        0 |    false | Diamond Plate Greaves                              |                                                                                |
| DungeonTactics                | dungeontactics:diamond_ring                           |    6255 |        0 |    false | Diamond Ring                                       |                                                                                |
| DungeonTactics                | dungeontactics:diamond_shield                         |    6086 |        0 |    false | Diamond Shield                                     |                                                                                |
| DungeonTactics                | dungeontactics:ducttape                               |    6203 |        0 |    false | Duct Tape                                          |                                                                                |
| DungeonTactics                | dungeontactics:dungeon_glass                          |    5950 |        0 |    false | Dungeon Glass                                      |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_1                  |    6005 |        0 |    false | Dungeonpedia                                       |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_2                  |    6006 |        0 |    false | Weapons                                            |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_3                  |    6007 |        0 |    false | Trinkets & Charms                                  |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_4                  |    6008 |        0 |    false | Magic & Alchemy                                    |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_5                  |    6009 |        0 |    false | Cauldron Recipes                                   |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_6                  |    6010 |        0 |    false | Unique Weapons                                     |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_7                  |    6011 |        0 |    false | Engineering                                        |                                                                                |
| DungeonTactics                | dungeontactics:dungeonpedia_volume_8                  |    6012 |        0 |    false | World                                              |                                                                                |
| DungeonTactics                | dungeontactics:enddiamond_ore                         |    5944 |        0 |    false | End Diamond Ore                                    | oreDiamond                                                                     |
| DungeonTactics                | dungeontactics:endlapis_ore                           |    5945 |        0 |    false | End Lapis Ore                                      | oreLapis                                                                       |
| DungeonTactics                | dungeontactics:engineer_dungarees                     |    6174 |        0 |    false | Engineer's Dungarees                               |                                                                                |
| DungeonTactics                | dungeontactics:engineers_wrench_iron                  |    6181 |        0 |    false | Iron Engineer's Wrench                             |                                                                                |
| DungeonTactics                | dungeontactics:engineers_wrench_steel                 |    6182 |        0 |    false | Steel Engineer's Wrench                            |                                                                                |
| DungeonTactics                | dungeontactics:fan_block                              |    5978 |        0 |    false | Fan                                                |                                                                                |
| DungeonTactics                | dungeontactics:fire_starter                           |    6199 |        0 |    false | Fire Starter                                       |                                                                                |
| DungeonTactics                | dungeontactics:fire_water                             |    6171 |        0 |    false | Ever-Flowing Fire Water                            |                                                                                |
| DungeonTactics                | dungeontactics:fish_flying                            |    6232 |        0 |    false | Flying Fish                                        |                                                                                |
| DungeonTactics                | dungeontactics:fish_flying_cooked                     |    6233 |        0 |    false | Cooked Flying Fish                                 |                                                                                |
| DungeonTactics                | dungeontactics:fish_lava                              |    6234 |        0 |    false | Lava Fish                                          |                                                                                |
| DungeonTactics                | dungeontactics:fish_lava_cooked                       |    6235 |        0 |    false | Cooked Lava Fish                                   |                                                                                |
| DungeonTactics                | dungeontactics:fish_lung                              |    6238 |        0 |    false | Lung Fish                                          |                                                                                |
| DungeonTactics                | dungeontactics:fish_lung_cooked                       |    6239 |        0 |    false | Cooked Lung Fish                                   |                                                                                |
| DungeonTactics                | dungeontactics:fish_muscle                            |    6236 |        0 |    false | Muscle Fish                                        |                                                                                |
| DungeonTactics                | dungeontactics:fish_muscle_cooked                     |    6237 |        0 |    false | Cooked Muscle Fish                                 |                                                                                |
| DungeonTactics                | dungeontactics:fish_obsidian                          |    6240 |        0 |    false | Obsidian Fish                                      |                                                                                |
| DungeonTactics                | dungeontactics:fish_obsidian_cooked                   |    6241 |        0 |    false | Cooked Obsidian Fish                               |                                                                                |
| DungeonTactics                | dungeontactics:fish_swift                             |    6230 |        0 |    false | Swift Fish                                         |                                                                                |
| DungeonTactics                | dungeontactics:fish_swift_cooked                      |    6231 |        0 |    false | Cooked Swift Fish                                  |                                                                                |
| DungeonTactics                | dungeontactics:fish_tunnel                            |    6242 |        0 |    false | Tunnel Shark                                       |                                                                                |
| DungeonTactics                | dungeontactics:fish_tunnel_cooked                     |    6243 |        0 |    false | Cooked Tunnel Shark                                |                                                                                |
| DungeonTactics                | dungeontactics:flamer_block                           |    5979 |        0 |    false | Flamer                                             |                                                                                |
| DungeonTactics                | dungeontactics:flight_goggles                         |    6175 |        0 |    false | Flight Goggles                                     |                                                                                |
| DungeonTactics                | dungeontactics:flour                                  |    6228 |        0 |    false | Flour                                              | foodFlour                                                                      |
| DungeonTactics                | dungeontactics:flower_ailment                         |    5997 |        0 |    false | Ailing Nettle                                      |                                                                                |
| DungeonTactics                | dungeontactics:flower_bark                            |    5994 |        0 |    false | Bark Vine                                          |                                                                                |
| DungeonTactics                | dungeontactics:flower_bramble                         |    5993 |        0 |    false | Bramble                                            |                                                                                |
| DungeonTactics                | dungeontactics:flower_cinder                          |    5995 |        0 |    false | Cinder Bloom                                       |                                                                                |
| DungeonTactics                | dungeontactics:flower_fade                            |    5998 |        0 |    false | Fade Leaf                                          |                                                                                |
| DungeonTactics                | dungeontactics:flower_feather                         |    5999 |        0 |    false | Feather Blossom                                    |                                                                                |
| DungeonTactics                | dungeontactics:flower_sanguine                        |    5991 |        0 |    false | Sanguine Rose                                      |                                                                                |
| DungeonTactics                | dungeontactics:flower_tangle                          |    5996 |        0 |    false | Tangle Weed                                        |                                                                                |
| DungeonTactics                | dungeontactics:flower_xp                              |    5992 |        0 |    false | Elder Flower                                       |                                                                                |
| DungeonTactics                | dungeontactics:glowcurrent                            |    6096 |        0 |    false | Glowcurrent                                        |                                                                                |
| DungeonTactics                | dungeontactics:gold_cluster                           |    6217 |        0 |    false | Gold Cluster                                       | clusterGold                                                                    |
| DungeonTactics                | dungeontactics:golden_battleaxe                       |    6035 |        0 |    false | Golden Battleaxe                                   |                                                                                |
| DungeonTactics                | dungeontactics:golden_cestus                          |    6075 |        0 |    false | Golden Cestus                                      |                                                                                |
| DungeonTactics                | dungeontactics:golden_cutlass                         |    6057 |        0 |    false | Golden Cutlass                                     |                                                                                |
| DungeonTactics                | dungeontactics:golden_glaive                          |    6044 |        0 |    false | Golden Glaive                                      |                                                                                |
| DungeonTactics                | dungeontactics:golden_hammer                          |    6026 |        0 |    false | Golden Hammer                                      |                                                                                |
| DungeonTactics                | dungeontactics:golden_knife                           |    6066 |        0 |    false | Golden Knife                                       |                                                                                |
| DungeonTactics                | dungeontactics:golden_plate_boots                     |    6124 |        0 |    false | Golden Plate Boots                                 |                                                                                |
| DungeonTactics                | dungeontactics:golden_plate_chestpiece                |    6122 |        0 |    false | Golden Plate Chestpiece                            |                                                                                |
| DungeonTactics                | dungeontactics:golden_plate_faceplate                 |    6121 |        0 |    false | Golden Plate Faceplate                             |                                                                                |
| DungeonTactics                | dungeontactics:golden_plate_greaves                   |    6123 |        0 |    false | Golden Plate Greaves                               |                                                                                |
| DungeonTactics                | dungeontactics:golden_ring                            |    6254 |        0 |    false | Golden Ring                                        |                                                                                |
| DungeonTactics                | dungeontactics:golden_shield                          |    6084 |        0 |    false | Golden Shield                                      |                                                                                |
| DungeonTactics                | dungeontactics:guardian_alter                         |    6003 |        0 |    false | Guardian Alter                                     |                                                                                |
| DungeonTactics                | dungeontactics:heart_drop                             |    6204 |        0 |    false | Heart Drop                                         |                                                                                |
| DungeonTactics                | dungeontactics:heart_golden                           |    6206 |        0 |    false | Heart of Gold                                      |                                                                                |
| DungeonTactics                | dungeontactics:heart_jar                              |    6205 |        0 |    false | Heart Jar                                          |                                                                                |
| DungeonTactics                | dungeontactics:high_striker                           |    6160 |        0 |    false | High Striker                                       |                                                                                |
| DungeonTactics                | dungeontactics:hot_potatoe                            |    6170 |        0 |    false | Hot Potatoe                                        |                                                                                |
| DungeonTactics                | dungeontactics:icarus_ring                            |    6173 |        0 |    false | Icarus Ring                                        |                                                                                |
| DungeonTactics                | dungeontactics:incindiberry                           |    6095 |        0 |    false | Incindiberry                                       |                                                                                |
| DungeonTactics                | dungeontactics:iron_battleaxe                         |    6033 |        0 |    false | Iron Battleaxe                                     |                                                                                |
| DungeonTactics                | dungeontactics:iron_cestus                            |    6073 |        0 |    false | Iron Cestus                                        |                                                                                |
| DungeonTactics                | dungeontactics:iron_cluster                           |    6215 |        0 |    false | Iron Cluster                                       | clusterIron                                                                    |
| DungeonTactics                | dungeontactics:iron_cutlass                           |    6055 |        0 |    false | Iron Cutlass                                       |                                                                                |
| DungeonTactics                | dungeontactics:iron_glaive                            |    6042 |        0 |    false | Iron Glaive                                        |                                                                                |
| DungeonTactics                | dungeontactics:iron_hammer                            |    6024 |        0 |    false | Iron Hammer                                        |                                                                                |
| DungeonTactics                | dungeontactics:iron_knife                             |    6064 |        0 |    false | Iron Knife                                         |                                                                                |
| DungeonTactics                | dungeontactics:iron_plate_boots                       |    6116 |        0 |    false | Iron Plate Boots                                   |                                                                                |
| DungeonTactics                | dungeontactics:iron_plate_chestpiece                  |    6114 |        0 |    false | Iron Plate Chestpiece                              |                                                                                |
| DungeonTactics                | dungeontactics:iron_plate_faceplate                   |    6113 |        0 |    false | Iron Plate Faceplate                               |                                                                                |
| DungeonTactics                | dungeontactics:iron_plate_greaves                     |    6115 |        0 |    false | Iron Plate Greaves                                 |                                                                                |
| DungeonTactics                | dungeontactics:iron_ring                              |    6253 |        0 |    false | Iron Ring                                          |                                                                                |
| DungeonTactics                | dungeontactics:iron_shield                            |    6082 |        0 |    false | Iron Shield                                        |                                                                                |
| DungeonTactics                | dungeontactics:ironlinks                              |    6207 |        0 |    false | Iron Chain Links                                   | chainIron                                                                      |
| DungeonTactics                | dungeontactics:jam                                    |    6247 |        0 |    false | Jam                                                |                                                                                |
| DungeonTactics                | dungeontactics:jam_on_toast                           |    6248 |        0 |    false | Jam on Toast                                       |                                                                                |
| DungeonTactics                | dungeontactics:lantern_iron                           |    5970 |        0 |    false | Iron Lantern                                       |                                                                                |
| DungeonTactics                | dungeontactics:lantern_magic                          |    5971 |        0 |    false | Magic Lantern                                      |                                                                                |
| DungeonTactics                | dungeontactics:lead_cluster                           |    6223 |        0 |    false | Lead Cluster                                       | clusterLead                                                                    |
| DungeonTactics                | dungeontactics:lithen_scythe                          |    6164 |        0 |    false | Lithen Scythe                                      |                                                                                |
| DungeonTactics                | dungeontactics:magic_pouch                            |    6158 |        0 |    false | Magic Pouch                                        |                                                                                |
| DungeonTactics                | dungeontactics:magic_powder                           |    6157 |        0 |    false | Magic Powder                                       |                                                                                |
| DungeonTactics                | dungeontactics:magic_scroll                           |    6159 |        0 |    false | Spell Scroll                                       |                                                                                |
| DungeonTactics                | dungeontactics:magic_tether                           |    6200 |        0 |    false | Magic Tether                                       |                                                                                |
| DungeonTactics                | dungeontactics:master_cestus_pummel                   |    6020 |        0 |    false | Master Cestus "Pummel"                             |                                                                                |
| DungeonTactics                | dungeontactics:master_cestus_roar                     |    6019 |        0 |    false | Master Cestus "Roar"                               |                                                                                |
| DungeonTactics                | dungeontactics:master_cutlass_pierce                  |    6016 |        0 |    false | Master Cutlass "Pierce"                            |                                                                                |
| DungeonTactics                | dungeontactics:master_cutlass_riposte                 |    6015 |        0 |    false | Master Cutlass "Riposte"                           |                                                                                |
| DungeonTactics                | dungeontactics:master_hammer_leap                     |    6014 |        0 |    false | Master Hammer "Leap"                               |                                                                                |
| DungeonTactics                | dungeontactics:master_hammer_smash                    |    6013 |        0 |    false | Master Hammer "Smash"                              |                                                                                |
| DungeonTactics                | dungeontactics:master_knife_multistrike               |    6018 |        0 |    false | Master Knife "Multi-Strike"                        |                                                                                |
| DungeonTactics                | dungeontactics:master_knife_smokebomb                 |    6017 |        0 |    false | Master Knife "Smoke Bomb"                          |                                                                                |
| DungeonTactics                | dungeontactics:mince_pie                              |    6278 |        0 |    false | Mince Pie                                          |                                                                                |
| DungeonTactics                | dungeontactics:mithril_axe                            |    6197 |        0 |    false | Mithril Axe                                        |                                                                                |
| DungeonTactics                | dungeontactics:mithril_battleaxe                      |    6038 |        0 |    false | Mithril Battleaxe                                  |                                                                                |
| DungeonTactics                | dungeontactics:mithril_block                          |    5948 |        0 |    false | Mithril Block                                      | blockMithril                                                                   |
| DungeonTactics                | dungeontactics:mithril_boots                          |    6156 |        0 |    false | Mithril Boots                                      |                                                                                |
| DungeonTactics                | dungeontactics:mithril_cestus                         |    6078 |        0 |    false | Mithril Cestus                                     |                                                                                |
| DungeonTactics                | dungeontactics:mithril_chestplate                     |    6154 |        0 |    false | Mithril Chestplate                                 |                                                                                |
| DungeonTactics                | dungeontactics:mithril_cluster                        |    6218 |        0 |    false | Mithril Cluster                                    | clusterMithril                                                                 |
| DungeonTactics                | dungeontactics:mithril_cutlass                        |    6060 |        0 |    false | Mithril Cutlass                                    |                                                                                |
| DungeonTactics                | dungeontactics:mithril_glaive                         |    6047 |        0 |    false | Mithril Glaive                                     |                                                                                |
| DungeonTactics                | dungeontactics:mithril_hammer                         |    6029 |        0 |    false | Mithril Hammer                                     |                                                                                |
| DungeonTactics                | dungeontactics:mithril_helmet                         |    6153 |        0 |    false | Mithril Helmet                                     |                                                                                |
| DungeonTactics                | dungeontactics:mithril_hoe                            |    6198 |        0 |    false | Mithril Hoe                                        |                                                                                |
| DungeonTactics                | dungeontactics:mithril_ingot                          |    6213 |        0 |    false | Mithril Ingot                                      | ingotMithril                                                                   |
| DungeonTactics                | dungeontactics:mithril_knife                          |    6069 |        0 |    false | Mithril Knife                                      |                                                                                |
| DungeonTactics                | dungeontactics:mithril_leggings                       |    6155 |        0 |    false | Mithril Leggings                                   |                                                                                |
| DungeonTactics                | dungeontactics:mithril_nugget                         |    6214 |        0 |    false | Mithril Nugget                                     | nuggetMithril                                                                  |
| DungeonTactics                | dungeontactics:mithril_ore                            |    5941 |        0 |    false | Silver Ore                                         | oreMithril                                                                     |
| DungeonTactics                | dungeontactics:mithril_pickaxe                        |    6195 |        0 |    false | Mithril Pickaxe                                    |                                                                                |
| DungeonTactics                | dungeontactics:mithril_plate_boots                    |    6136 |        0 |    false | Mithril Plate Boots                                |                                                                                |
| DungeonTactics                | dungeontactics:mithril_plate_chestpiece               |    6134 |        0 |    false | Mithril Plate Chestpiece                           |                                                                                |
| DungeonTactics                | dungeontactics:mithril_plate_faceplate                |    6133 |        0 |    false | Mithril Plate Faceplate                            |                                                                                |
| DungeonTactics                | dungeontactics:mithril_plate_greaves                  |    6135 |        0 |    false | Mithril Plate Greaves                              |                                                                                |
| DungeonTactics                | dungeontactics:mithril_shield                         |    6087 |        0 |    false | Mithril Shield                                     |                                                                                |
| DungeonTactics                | dungeontactics:mithril_shovel                         |    6196 |        0 |    false | Mithril Shovel                                     |                                                                                |
| DungeonTactics                | dungeontactics:mithril_sword                          |    6051 |        0 |    false | Mithril Sword                                      |                                                                                |
| DungeonTactics                | dungeontactics:nethergold_ore                         |    5942 |        0 |    false | Nether Gold Ore                                    | oreGold                                                                        |
| DungeonTactics                | dungeontactics:nickel_cluster                         |    6222 |        0 |    false | Nickel Cluster                                     | clusterNickel                                                                  |
| DungeonTactics                | dungeontactics:obsidianbrick                          |    5949 |        0 |    false | Obsidian Bricks                                    |                                                                                |
| DungeonTactics                | dungeontactics:osmium_cluster                         |    6227 |        0 |    false | Osmium Cluster                                     | clusterOsmium                                                                  |
| DungeonTactics                | dungeontactics:peg_hammer                             |    6004 |        0 |    false | Lygrimul                                           |                                                                                |
| DungeonTactics                | dungeontactics:phylactery                             |    6201 |        0 |    false | Phylactery                                         |                                                                                |
| DungeonTactics                | dungeontactics:pirate_hook                            |    6167 |        0 |    false | Pirate Hook                                        |                                                                                |
| DungeonTactics                | dungeontactics:piston_glove                           |    6179 |        0 |    false | Portable Piston Device                             |                                                                                |
| DungeonTactics                | dungeontactics:piston_glove_sticky                    |    6180 |        0 |    false | Portable Piston Device (Sticky)                    |                                                                                |
| DungeonTactics                | dungeontactics:platinum_cluster                       |    6224 |        0 |    false | Platinum Cluster                                   | clusterPlatinum                                                                |
| DungeonTactics                | dungeontactics:potshot                                |    6107 |        0 |    false | Potshot                                            |                                                                                |
| DungeonTactics                | dungeontactics:potshot_ammo                           |    6108 |        0 |    false | Potshot Ammo                                       |                                                                                |
| DungeonTactics                | dungeontactics:powderkeg                              |    5974 |        0 |    false | Powder Keg                                         |                                                                                |
