+------------------------------------+-------------------------------------------------+----------+---------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                                | NBT                                                                                                                                         |
| blockConcrete                      | chisel:concrete_purple1                         |        5 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |        6 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |        7 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |        8 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |        9 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |       10 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |       11 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |       12 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |       13 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |       14 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple1                         |       15 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_purple2                         |        0 | Purple Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        0 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        1 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        2 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        3 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        4 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        5 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        6 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        7 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        8 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |        9 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |       10 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |       11 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |       12 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |       13 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |       14 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red                             |       15 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        0 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        1 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        2 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        3 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        4 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        5 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        6 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        7 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        8 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |        9 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |       10 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |       11 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |       12 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |       13 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |       14 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red1                            |       15 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_red2                            |        0 | Red Concrete                                |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        0 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        1 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        2 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        3 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        4 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        5 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        6 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        7 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        8 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |        9 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |       10 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |       11 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |       12 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |       13 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |       14 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white                           |       15 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        0 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        1 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        2 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        3 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        4 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        5 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        6 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        7 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        8 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |        9 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |       10 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |       11 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |       12 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |       13 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |       14 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white1                          |       15 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_white2                          |        0 | White Concrete                              |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        0 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        1 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        2 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        3 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        4 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        5 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        6 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        7 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        8 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |        9 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |       10 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |       11 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |       12 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |       13 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |       14 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow                          |       15 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        0 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        1 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        2 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        3 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        4 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        5 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        6 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        7 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        8 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |        9 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |       10 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |       11 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |       12 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |       13 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |       14 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow1                         |       15 | Yellow Concrete                             |                                                                                                                                             |
| blockConcrete                      | chisel:concrete_yellow2                         |        0 | Yellow Concrete                             |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        0 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        1 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        2 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        3 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        4 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        5 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        6 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        7 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        8 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |        9 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |       10 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |       11 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |       12 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |       13 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |       14 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black                           |       15 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        0 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        1 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        2 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        3 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        4 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        5 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        6 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        7 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        8 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |        9 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |       10 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |       11 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |       12 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |       13 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |       14 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black1                          |       15 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlack                 | chisel:concrete_black2                          |        0 | Black Concrete                              |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        0 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        1 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        2 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        3 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        4 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        5 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        6 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        7 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        8 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |        9 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |       10 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |       11 | Blue Concrete                               |                                                                                                                                             |
| blockConcreteBlue                  | chisel:concrete_blue                            |       12 | Blue Concrete                               |                                                                                                                                             |
