+----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------+
| ID                                                                   | Name                                                                                                                   | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                          |
| defiledlands:recipes/root                                            | defiledlands:recipes/root                                                                                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                               |
| defiledlands:recipes/storage/hephaestite_block                       | defiledlands:recipes/storage/hephaestite_block                                                                         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/hephaestite_block_uncraft               | defiledlands:recipes/storage/hephaestite_block_uncraft                                                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/scarlite_block                          | defiledlands:recipes/storage/scarlite_block                                                                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/scarlite_block_uncraft                  | defiledlands:recipes/storage/scarlite_block_uncraft                                                                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/umbrium_block                           | defiledlands:recipes/storage/umbrium_block                                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/umbrium_block_uncraft                   | defiledlands:recipes/storage/umbrium_block_uncraft                                                                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/umbrium_nugget                          | defiledlands:recipes/storage/umbrium_nugget                                                                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/storage/umbrium_nugget_combine                  | defiledlands:recipes/storage/umbrium_nugget_combine                                                                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/blastem_fruit_blazing                     | defiledlands:recipes/tools/blastem_fruit_blazing                                                                       | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/book_wyrm_analyzer                        | defiledlands:recipes/tools/book_wyrm_analyzer                                                                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/concussion_smasher                        | defiledlands:recipes/tools/concussion_smasher                                                                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/ravaging_axe                              | defiledlands:recipes/tools/ravaging_axe                                                                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/ravaging_pickaxe                          | defiledlands:recipes/tools/ravaging_pickaxe                                                                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/ravaging_shovel                           | defiledlands:recipes/tools/ravaging_shovel                                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/scarlite_razor                            | defiledlands:recipes/tools/scarlite_razor                                                                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/scarlite_reaver                           | defiledlands:recipes/tools/scarlite_reaver                                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/tears_flame                               | defiledlands:recipes/tools/tears_flame                                                                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/tears_shulker                             | defiledlands:recipes/tools/tears_shulker                                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/the_ravager                               | defiledlands:recipes/tools/the_ravager                                                                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/umbra_blaster                             | defiledlands:recipes/tools/umbra_blaster                                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/umbrium_axe                               | defiledlands:recipes/tools/umbrium_axe                                                                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/umbrium_hoe                               | defiledlands:recipes/tools/umbrium_hoe                                                                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/umbrium_pickaxe                           | defiledlands:recipes/tools/umbrium_pickaxe                                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/umbrium_shovel                            | defiledlands:recipes/tools/umbrium_shovel                                                                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| defiledlands:recipes/tools/umbrium_sword                             | defiledlands:recipes/tools/umbrium_sword                                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | defiledlands:recipes/root                       |
| dungeontactics:dungeoneering/born_survivor                           | [Born Survivor]                                                                                                        | McGyver learned from you.                                                                                                                                                                                                                                                                                                                                                                                        | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/discount_trapper                        | [Nomad 101]                                                                                                            | Simple, but effective.                                                                                                                                                                                                                                                                                                                                                                                           | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/eat_all_potionfish                      | [Culinary Adventure]                                                                                                   | Slimy... yet satisfying.                                                                                                                                                                                                                                                                                                                                                                                         | dungeontactics:dungeoneering/eat_potionfish     |
| dungeontactics:dungeoneering/eat_potionfish                          | [Any Pot in a Storm]                                                                                                   | Less effective, but cheaper.                                                                                                                                                                                                                                                                                                                                                                                     | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/get_alchemicalcauldron                  | [Hubble Bubble]                                                                                                        | I like rusty spooOoOons.                                                                                                                                                                                                                                                                                                                                                                                         | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/get_bomb                                | [Hot Potato]                                                                                                           | Flower pots are good for flowers and explosions.                                                                                                                                                                                                                                                                                                                                                                 | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/get_lootbag                             | [Phat Loots]                                                                                                           | RNGesus got yo back.                                                                                                                                                                                                                                                                                                                                                                                             | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/kill_a_guardian                         | [There Can Be Only One]                                                                                                | Kill a Tower Guardian                                                                                                                                                                                                                                                                                                                                                                                            | dungeontactics:dungeoneering/root               |
| dungeontactics:dungeoneering/master_trapper                          | [Dungeon Engineer]                                                                                                     | The one the adventurers fear.                                                                                                                                                                                                                                                                                                                                                                                    | dungeontactics:dungeoneering/discount_trapper   |
| dungeontactics:dungeoneering/root                                    | [Dungeon Tactics]                                                                                                      | Tactical Dungeoneering                                                                                                                                                                                                                                                                                                                                                                                           | -                                               |
| dungeontactics:recipes/armour/bone_armour                            | dungeontactics:recipes/armour/bone_armour                                                                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/bounce_boots                           | dungeontactics:recipes/armour/bounce_boots                                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/chainmail                              | dungeontactics:recipes/armour/chainmail                                                                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/diamond_plate_armour                   | dungeontactics:recipes/armour/diamond_plate_armour                                                                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/flight_goggles                         | dungeontactics:recipes/armour/flight_goggles                                                                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/golden_plate_armour                    | dungeontactics:recipes/armour/golden_plate_armour                                                                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/iron_plate_armour                      | dungeontactics:recipes/armour/iron_plate_armour                                                                        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/mithril_armour                         | dungeontactics:recipes/armour/mithril_armour                                                                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/mithril_plate_armour                   | dungeontactics:recipes/armour/mithril_plate_armour                                                                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/silver_armour                          | dungeontactics:recipes/armour/silver_armour                                                                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/silver_plate_armour                    | dungeontactics:recipes/armour/silver_plate_armour                                                                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/steel_armour                           | dungeontactics:recipes/armour/steel_armour                                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/steel_plate_armour                     | dungeontactics:recipes/armour/steel_plate_armour                                                                       | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/stone_plate_armour                     | dungeontactics:recipes/armour/stone_plate_armour                                                                       | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/armour/studded_armour                         | dungeontactics:recipes/armour/studded_armour                                                                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/barrel                                   | dungeontactics:recipes/misc/barrel                                                                                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/bottled_milk                             | dungeontactics:recipes/misc/bottled_milk                                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/charm_bleak                              | dungeontactics:recipes/misc/charm_bleak                                                                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/books_from_shelves           | dungeontactics:recipes/misc/convenience/books_from_shelves                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/clayball_from_clay           | dungeontactics:recipes/misc/convenience/clayball_from_clay                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/flint_from_gravel            | dungeontactics:recipes/misc/convenience/flint_from_gravel                                                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/melonslice_from_melon        | dungeontactics:recipes/misc/convenience/melonslice_from_melon                                                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/planks_from_sticks           | dungeontactics:recipes/misc/convenience/planks_from_sticks                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/snowballs_from_snow          | dungeontactics:recipes/misc/convenience/snowballs_from_snow                                                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/sticks_from_cactus           | dungeontactics:recipes/misc/convenience/sticks_from_cactus                                                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/sticks_from_saplings         | dungeontactics:recipes/misc/convenience/sticks_from_saplings                                                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/convenience/string_from_wool             | dungeontactics:recipes/misc/convenience/string_from_wool                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/cushions                                 | dungeontactics:recipes/misc/cushions                                                                                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/cut_diamond                              | dungeontactics:recipes/misc/cut_diamond                                                                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/diamond                                  | dungeontactics:recipes/misc/diamond                                                                                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/flour                                    | dungeontactics:recipes/misc/flour                                                                                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/ironlinks                                | dungeontactics:recipes/misc/ironlinks                                                                                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/lantern_iron                             | dungeontactics:recipes/misc/lantern_iron                                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
| dungeontactics:recipes/misc/lantern_magic                            | dungeontactics:recipes/misc/lantern_magic                                                                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | minecraft:recipes/root                          |
